"","hrp2.Deletion.Allele.Frequency","nmfv","years"
"534",0.105474097698941,"120% nmf",4.5
"535",0.105508956132418,"120% nmf",4.58333333333333
"536",0.105772767197329,"120% nmf",4.66666666666667
"537",0.105983550789328,"120% nmf",4.75
"538",0.105904147955062,"120% nmf",4.83333333333333
"539",0.106240185320285,"120% nmf",4.91666666666667
"540",0.105944113947952,"120% nmf",5
"541",0.105650483484163,"120% nmf",5.08333333333333
"542",0.105637159657562,"120% nmf",5.16666666666667
"543",0.105834870164829,"120% nmf",5.25
"544",0.106853209816871,"120% nmf",5.33333333333333
"545",0.107326300713495,"120% nmf",5.41666666666667
"546",0.107990467980709,"120% nmf",5.5
"547",0.10851670923984,"120% nmf",5.58333333333333
"548",0.108740582895356,"120% nmf",5.66666666666667
"549",0.108364157135624,"120% nmf",5.75
"550",0.108932622263431,"120% nmf",5.83333333333333
"551",0.108990898683801,"120% nmf",5.91666666666667
"552",0.110348396021365,"120% nmf",6
"553",0.11051920942149,"120% nmf",6.08333333333333
"554",0.110964795347712,"120% nmf",6.16666666666667
"555",0.110866821352189,"120% nmf",6.25
"556",0.110329496873813,"120% nmf",6.33333333333333
"557",0.109780005978427,"120% nmf",6.41666666666667
"558",0.110018073922317,"120% nmf",6.5
"559",0.109862285553372,"120% nmf",6.58333333333333
"560",0.109952412520062,"120% nmf",6.66666666666667
"561",0.109621826853601,"120% nmf",6.75
"562",0.109551319973527,"120% nmf",6.83333333333333
"563",0.109084666153999,"120% nmf",6.91666666666667
"564",0.108643082236341,"120% nmf",7
"565",0.10840196430677,"120% nmf",7.08333333333333
"566",0.107973849634369,"120% nmf",7.16666666666667
"567",0.108151128062628,"120% nmf",7.25
"568",0.108785573604591,"120% nmf",7.33333333333333
"569",0.109356574815493,"120% nmf",7.41666666666667
"570",0.109742470463381,"120% nmf",7.5
"571",0.109879116099032,"120% nmf",7.58333333333333
"572",0.109635417898015,"120% nmf",7.66666666666667
"573",0.110557440692654,"120% nmf",7.75
"574",0.111545886951878,"120% nmf",7.83333333333333
"575",0.111014089308428,"120% nmf",7.91666666666667
"576",0.111164548875776,"120% nmf",8
"577",0.110722793522596,"120% nmf",8.08333333333333
"578",0.110832768473382,"120% nmf",8.16666666666667
"579",0.110849195709713,"120% nmf",8.25
"580",0.111029636773763,"120% nmf",8.33333333333333
"581",0.111433730976631,"120% nmf",8.41666666666667
"582",0.11169173535048,"120% nmf",8.5
"583",0.112136326991499,"120% nmf",8.58333333333333
"584",0.111836724743033,"120% nmf",8.66666666666667
"585",0.111704026563337,"120% nmf",8.75
"586",0.111829844492253,"120% nmf",8.83333333333333
"587",0.111355221889853,"120% nmf",8.91666666666667
"588",0.11140608700876,"120% nmf",9
"589",0.111797564242665,"120% nmf",9.08333333333333
"590",0.112222050845533,"120% nmf",9.16666666666667
"591",0.11240548606287,"120% nmf",9.25
"592",0.11199071613704,"120% nmf",9.33333333333333
"593",0.112292841647768,"120% nmf",9.41666666666667
"594",0.112533130590014,"120% nmf",9.5
"595",0.11226106844534,"120% nmf",9.58333333333333
"596",0.11183960398866,"120% nmf",9.66666666666667
"597",0.111560816952122,"120% nmf",9.75
