"","hrp2.Deletion.Allele.Frequency","Starting Frequency","Years"
"1",0.0198754425825969,"12",0.0833333333333333
"2",0.0198473323376631,"12",0.166666666666667
"3",0.0198145131408097,"12",0.25
"4",0.0201934413632307,"12",0.333333333333333
"5",0.0203619862893739,"12",0.416666666666667
"6",0.020133667483548,"12",0.5
"7",0.0199987396712175,"12",0.583333333333333
"8",0.0200156768831326,"12",0.666666666666667
"9",0.0204995836268831,"12",0.75
"10",0.0205951660718748,"12",0.833333333333333
"11",0.0206328456937353,"12",0.916666666666667
"12",0.0205118403663163,"12",1
"13",0.0206255528340347,"12",1.08333333333333
"14",0.020419729527671,"12",1.16666666666667
"15",0.0203683535763929,"12",1.25
"16",0.020016860255777,"12",1.33333333333333
"17",0.0198202021965356,"12",1.41666666666667
"18",0.0198771550989836,"12",1.5
"19",0.0198372555295554,"12",1.58333333333333
"20",0.0197963134817846,"12",1.66666666666667
"21",0.0197679715509463,"12",1.75
"22",0.0195948477351713,"12",1.83333333333333
"23",0.0195668555883145,"12",1.91666666666667
"24",0.0194203751521824,"12",2
"25",0.0194288253721206,"12",2.08333333333333
"26",0.0193738467112329,"12",2.16666666666667
"27",0.0190892716372639,"12",2.25
"28",0.0188037750519421,"12",2.33333333333333
"29",0.018693247060154,"12",2.41666666666667
"30",0.0186356790275922,"12",2.5
"31",0.0184703557807837,"12",2.58333333333333
"32",0.0184425799171305,"12",2.66666666666667
"33",0.0183702692628651,"12",2.75
"34",0.018465722268275,"12",2.83333333333333
"35",0.0185076014194888,"12",2.91666666666667
"36",0.018189168944414,"12",3
"37",0.0183408628356113,"12",3.08333333333333
"38",0.0182674692511783,"12",3.16666666666667
"39",0.0181227704960828,"12",3.25
"40",0.0177427019695708,"12",3.33333333333333
"41",0.0175595542139703,"12",3.41666666666667
"42",0.0175437076888833,"12",3.5
"43",0.0175411297079761,"12",3.58333333333333
"44",0.0174133265773514,"12",3.66666666666667
"45",0.0171426447918229,"12",3.75
"46",0.0169619791535283,"12",3.83333333333333
"47",0.0169900882836305,"12",3.91666666666667
"48",0.0169177601302171,"12",4
"49",0.0169978852316213,"12",4.08333333333333
"50",0.0168018841618793,"12",4.16666666666667
"51",0.0168009568022005,"12",4.25
"52",0.0167113076181401,"12",4.33333333333333
"53",0.0167903815669817,"12",4.41666666666667
"54",0.0166274431867616,"12",4.5
"55",0.0167068345525605,"12",4.58333333333333
"56",0.0166121876046023,"12",4.66666666666667
"57",0.0165292640652462,"12",4.75
"58",0.016601880406963,"12",4.83333333333333
"59",0.0167398038967224,"12",4.91666666666667
"60",0.0167952197828944,"12",5
"61",0.0167094360287544,"12",5.08333333333333
"62",0.0165816570385441,"12",5.16666666666667
"63",0.0167271285725323,"12",5.25
"64",0.0165646257797999,"12",5.33333333333333
"65",0.0166603876789727,"12",5.41666666666667
"66",0.0166345915769758,"12",5.5
"67",0.0167575928191406,"12",5.58333333333333
"68",0.0167020036646252,"12",5.66666666666667
"69",0.0167704763794521,"12",5.75
"70",0.0166424181627099,"12",5.83333333333333
"71",0.0166281192035647,"12",5.91666666666667
"72",0.0165456350705728,"12",6
"73",0.0161895477511738,"12",6.08333333333333
"74",0.0159951963205694,"12",6.16666666666667
"75",0.0159192274414859,"12",6.25
"76",0.0158023825539895,"12",6.33333333333333
"77",0.0156675512761559,"12",6.41666666666667
"78",0.0154425568795359,"12",6.5
"79",0.0151333556741716,"12",6.58333333333333
"80",0.0148600094156867,"12",6.66666666666667
"81",0.0146033790410348,"12",6.75
"82",0.0147066518963928,"12",6.83333333333333
"83",0.0149107033656307,"12",6.91666666666667
"84",0.0151206570150245,"12",7
"85",0.0151614233986763,"12",7.08333333333333
"86",0.0151124564226442,"12",7.16666666666667
"87",0.0147020053683726,"12",7.25
"88",0.0149667687238196,"12",7.33333333333333
"89",0.0149519061427219,"12",7.41666666666667
"90",0.0147104405812546,"12",7.5
"91",0.0147045440824553,"12",7.58333333333333
"92",0.0149149253481045,"12",7.66666666666667
"93",0.015103956413819,"12",7.75
"94",0.0154495548989457,"12",7.83333333333333
"95",0.0155270822708232,"12",7.91666666666667
"96",0.0152416578058155,"12",8
"97",0.0149056477050564,"12",8.08333333333333
"98",0.0146558545001642,"12",8.16666666666667
"99",0.014638198462709,"12",8.25
"100",0.0144085434239133,"12",8.33333333333333
"101",0.014565882109675,"12",8.41666666666667
"102",0.0147728769949335,"12",8.5
"103",0.0148164641580169,"12",8.58333333333333
"104",0.0148166038417871,"12",8.66666666666667
"105",0.014653585576001,"12",8.75
"106",0.0145149682672464,"12",8.83333333333333
"107",0.0145134193128165,"12",8.91666666666667
"108",0.0144295625546512,"12",9
"109",0.014507580350213,"12",9.08333333333333
"110",0.0144842858038502,"12",9.16666666666667
"111",0.0145499722275784,"12",9.25
"112",0.0143995945224091,"12",9.33333333333333
"113",0.0143513367949927,"12",9.41666666666667
"114",0.0142881852696714,"12",9.5
"115",0.0143183253004989,"12",9.58333333333333
"116",0.0142805242947018,"12",9.66666666666667
"117",0.0144302444026453,"12",9.75
"118",0.014317811812961,"12",9.83333333333333
"119",0.0144314458882701,"12",9.91666666666667
"120",0.0143286105281044,"12",10
"121",0.014775362940034,"12",10.0833333333333
"122",0.0152346395655143,"12",10.1666666666667
"123",0.015780726043512,"12",10.25
"124",0.0164384844209781,"12",10.3333333333333
"125",0.0168632725772694,"12",10.4166666666667
"126",0.0172574102512851,"12",10.5
"127",0.0175478835329968,"12",10.5833333333333
"128",0.0183472812959034,"12",10.6666666666667
"129",0.018891900255751,"12",10.75
"130",0.0196241914037199,"12",10.8333333333333
"131",0.020298160914786,"12",10.9166666666667
"132",0.0211178602941057,"12",11
"133",0.0217459203603139,"12",11.0833333333333
"134",0.0222961067722852,"12",11.1666666666667
"135",0.0233372663802031,"12",11.25
"136",0.0241690828670571,"12",11.3333333333333
"137",0.0253882864885162,"12",11.4166666666667
"138",0.0264124641780619,"12",11.5
"139",0.0274441301040872,"12",11.5833333333333
"140",0.0283041195622761,"12",11.6666666666667
"141",0.0293658411278003,"12",11.75
"142",0.0306884073562141,"12",11.8333333333333
"143",0.0315572650076339,"12",11.9166666666667
"144",0.0325222836523397,"12",12
"145",0.0338273645484917,"12",12.0833333333333
"146",0.0348013844362351,"12",12.1666666666667
"147",0.0361605382598616,"12",12.25
"148",0.0376140891395316,"12",12.3333333333333
"149",0.0387578913948638,"12",12.4166666666667
"150",0.0406812366528918,"12",12.5
"151",0.0422899602178574,"12",12.5833333333333
"152",0.0439059483945132,"12",12.6666666666667
"153",0.0455012855424575,"12",12.75
"154",0.0470817891834903,"12",12.8333333333333
"155",0.0486530390295289,"12",12.9166666666667
"156",0.0501291220002081,"12",13
"157",0.0518295787322789,"12",13.0833333333333
"158",0.0531713396164864,"12",13.1666666666667
"159",0.0544770246764138,"12",13.25
"160",0.0565062250479788,"12",13.3333333333333
"161",0.0588525626213947,"12",13.4166666666667
"162",0.0610780606222757,"12",13.5
"163",0.0632432137542558,"12",13.5833333333333
"164",0.0650800009591191,"12",13.6666666666667
"165",0.0667897078451152,"12",13.75
"166",0.0686691879869476,"12",13.8333333333333
"167",0.0711536992299454,"12",13.9166666666667
"168",0.0734395659516184,"12",14
"169",0.0757621612184786,"12",14.0833333333333
"170",0.0779494318655663,"12",14.1666666666667
"171",0.0805737372609269,"12",14.25
"172",0.082759163353898,"12",14.3333333333333
"173",0.0855743967351804,"12",14.4166666666667
"174",0.0881186524752086,"12",14.5
"175",0.0906194873448835,"12",14.5833333333333
"176",0.0933383331153931,"12",14.6666666666667
"177",0.0956557579373693,"12",14.75
"178",0.0979813459106004,"12",14.8333333333333
"179",0.100790070087441,"12",14.9166666666667
"180",0.103146945369749,"12",15
"181",0.106201720185814,"12",15.0833333333333
"182",0.109629486305293,"12",15.1666666666667
"183",0.113370015383103,"12",15.25
"184",0.11731515714602,"12",15.3333333333333
"185",0.120966427018178,"12",15.4166666666667
"186",0.12486410535022,"12",15.5
"187",0.129442903825689,"12",15.5833333333333
"188",0.132987611498228,"12",15.6666666666667
"189",0.136940220191684,"12",15.75
"190",0.140849297300714,"12",15.8333333333333
"191",0.145318832828217,"12",15.9166666666667
"192",0.149462197848786,"12",16
"193",0.153908768586082,"12",16.0833333333333
"194",0.157221036346503,"12",16.1666666666667
"195",0.161293833572427,"12",16.25
"196",0.165903596995379,"12",16.3333333333333
"197",0.170441302074342,"12",16.4166666666667
"198",0.175521394874939,"12",16.5
"199",0.180014124373222,"12",16.5833333333333
"200",0.185001249112966,"12",16.6666666666667
"201",0.189733586859147,"12",16.75
"202",0.194736577017255,"12",16.8333333333333
"203",0.199646959915132,"12",16.9166666666667
"204",0.20530112870918,"12",17
"205",0.211507243358793,"12",17.0833333333333
"206",0.216796078150799,"12",17.1666666666667
"207",0.221785801098222,"12",17.25
"208",0.227251248716009,"12",17.3333333333333
"209",0.234045483638185,"12",17.4166666666667
"210",0.240388114526044,"12",17.5
"211",0.247059324336166,"12",17.5833333333333
"212",0.252725448797846,"12",17.6666666666667
"213",0.259889593225932,"12",17.75
"214",0.266951221311399,"12",17.8333333333333
"215",0.273915232687635,"12",17.9166666666667
"216",0.279237362861776,"12",18
"217",0.285607889369634,"12",18.0833333333333
"218",0.292306927320608,"12",18.1666666666667
"219",0.298596181570547,"12",18.25
"220",0.305215097699438,"12",18.3333333333333
"221",0.311362732843107,"12",18.4166666666667
"222",0.317697568426449,"12",18.5
"223",0.324530749982926,"12",18.5833333333333
"224",0.33248990268724,"12",18.6666666666667
"225",0.340254322856273,"12",18.75
"226",0.346671598778954,"12",18.8333333333333
"227",0.35461005698075,"12",18.9166666666667
"228",0.361782620653348,"12",19
"229",0.368867963940935,"12",19.0833333333333
"230",0.375944163296795,"12",19.1666666666667
"231",0.383604965808122,"12",19.25
"232",0.39188390535802,"12",19.3333333333333
