"","hrp2.Deletion.Allele.Frequency","micro","years"
"521",0.103794475035938,"10% nonadherence",3.41666666666667
"522",0.103457018631675,"10% nonadherence",3.5
"523",0.103894723057969,"10% nonadherence",3.58333333333333
"524",0.104011168234271,"10% nonadherence",3.66666666666667
"525",0.104217615932321,"10% nonadherence",3.75
"526",0.10443551623215,"10% nonadherence",3.83333333333333
"527",0.105093098100885,"10% nonadherence",3.91666666666667
"528",0.105315145354397,"10% nonadherence",4
"529",0.105575297746316,"10% nonadherence",4.08333333333333
"530",0.105628590766191,"10% nonadherence",4.16666666666667
"531",0.105481109750051,"10% nonadherence",4.25
"532",0.105326616957236,"10% nonadherence",4.33333333333333
"533",0.105523230079086,"10% nonadherence",4.41666666666667
"534",0.105474097698941,"10% nonadherence",4.5
"535",0.105508956132418,"10% nonadherence",4.58333333333333
"536",0.105772767197329,"10% nonadherence",4.66666666666667
"537",0.105983550789328,"10% nonadherence",4.75
"538",0.105904147955062,"10% nonadherence",4.83333333333333
"539",0.106240185320285,"10% nonadherence",4.91666666666667
"540",0.105944113947952,"10% nonadherence",5
"541",0.105650483484163,"10% nonadherence",5.08333333333333
"542",0.105637159657562,"10% nonadherence",5.16666666666667
"543",0.105834870164829,"10% nonadherence",5.25
"544",0.106853209816871,"10% nonadherence",5.33333333333333
"545",0.107326300713495,"10% nonadherence",5.41666666666667
"546",0.107990467980709,"10% nonadherence",5.5
"547",0.10851670923984,"10% nonadherence",5.58333333333333
"548",0.108740582895356,"10% nonadherence",5.66666666666667
"549",0.108364157135624,"10% nonadherence",5.75
"550",0.108932622263431,"10% nonadherence",5.83333333333333
"551",0.108990898683801,"10% nonadherence",5.91666666666667
"552",0.110348396021365,"10% nonadherence",6
"553",0.11051920942149,"10% nonadherence",6.08333333333333
"554",0.110964795347712,"10% nonadherence",6.16666666666667
"555",0.110866821352189,"10% nonadherence",6.25
"556",0.110329496873813,"10% nonadherence",6.33333333333333
"557",0.109780005978427,"10% nonadherence",6.41666666666667
"558",0.110018073922317,"10% nonadherence",6.5
"559",0.109862285553372,"10% nonadherence",6.58333333333333
"560",0.109952412520062,"10% nonadherence",6.66666666666667
"561",0.109621826853601,"10% nonadherence",6.75
"562",0.109551319973527,"10% nonadherence",6.83333333333333
"563",0.109084666153999,"10% nonadherence",6.91666666666667
"564",0.108643082236341,"10% nonadherence",7
"565",0.10840196430677,"10% nonadherence",7.08333333333333
"566",0.107973849634369,"10% nonadherence",7.16666666666667
"567",0.108151128062628,"10% nonadherence",7.25
"568",0.108785573604591,"10% nonadherence",7.33333333333333
"569",0.109356574815493,"10% nonadherence",7.41666666666667
"570",0.109742470463381,"10% nonadherence",7.5
"571",0.109879116099032,"10% nonadherence",7.58333333333333
"572",0.109635417898015,"10% nonadherence",7.66666666666667
"573",0.110557440692654,"10% nonadherence",7.75
"574",0.111545886951878,"10% nonadherence",7.83333333333333
"575",0.111014089308428,"10% nonadherence",7.91666666666667
"576",0.111164548875776,"10% nonadherence",8
"577",0.110722793522596,"10% nonadherence",8.08333333333333
"578",0.110832768473382,"10% nonadherence",8.16666666666667
"579",0.110849195709713,"10% nonadherence",8.25
