,hrp2.Deletion.Allele.Frequency_A,Prevalence,Years,hrp2.Deletion.Allele.Frequency_B,Starting Frequency,Years,hrp2.Deletion.Allele.Frequency_CD,Proportion.of.Monoinfections.Due.to.hrp2.Deleted.Strains,PCR.Prevalence
293,0.075543647,25,4.416666667,0.079703298,8,4.416666667,0.270572973,0.165740642,0.348623
294,0.075142544,25,4.5,0.079857515,8,4.5,0.299900888,0.185046951,0.365276667
295,0.075553155,25,4.583333333,0.080086841,8,4.583333333,0.268041218,0.161472272,0.383009
296,0.075208314,25,4.666666667,0.079712392,8,4.666666667,0.259303042,0.156330284,0.399882
297,0.075004826,25,4.75,0.07947198,8,4.75,0.24397785,0.144177259,0.411255333
298,0.074710613,25,4.833333333,0.079983502,8,4.833333333,0.225065389,0.130723785,0.430266
299,0.075076473,25,4.916666667,0.079562069,8,4.916666667,0.216695449,0.125833528,0.455493333
300,0.075616298,25,5,0.079883003,8,5,0.192896319,0.10993208,0.467804
301,0.075363044,25,5.083333333,0.079362547,8,5.083333333,0.202658071,0.115191371,0.489747333
302,0.075545139,25,5.166666667,0.079219111,8,5.166666667,0.199457649,0.109951747,0.503660333
303,0.075970549,25,5.25,0.079249532,8,5.25,0.169193887,0.091622675,0.520548
304,0.076187547,25,5.333333333,0.078902401,8,5.333333333,0.175681795,0.091807082,0.541073
305,0.07609264,25,5.416666667,0.079082615,8,5.416666667,0.157251922,0.080657183,0.556801
306,0.075792599,25,5.5,0.07945033,8,5.5,0.153682916,0.0775484,0.578490333
307,0.076453324,25,5.583333333,0.079489487,8,5.583333333,0.148721797,0.074722597,0.594322667
308,0.076956282,25,5.666666667,0.079525053,8,5.666666667,0.138467998,0.067037655,0.604511
309,0.077429282,25,5.75,0.079663157,8,5.75,0.132618602,0.063383191,0.625265667
310,0.077751589,25,5.833333333,0.079572409,8,5.833333333,0.132655868,0.062094742,0.636683
311,0.078526345,25,5.916666667,0.079262378,8,5.916666667,0.129726198,0.057705649,0.659230667
312,0.078673433,25,6,0.079156926,8,6,0.130234954,0.057641403,0.673329667
313,0.079007734,25,6.083333333,0.079114364,8,6.083333333,0.121162451,0.052174794,0.684072333
314,0.079066363,25,6.166666667,0.079207972,8,6.166666667,0.112229449,0.045115629,0.702417333
315,0.07939373,25,6.25,0.079384377,8,6.25,0.120531002,0.048121622,0.713816333
316,0.080068353,25,6.333333333,0.079519697,8,6.333333333,0.111024988,0.042960926,0.727475
317,0.080165316,25,6.416666667,0.079111699,8,6.416666667,0.111651322,0.042642177,0.740096667
318,0.080135332,25,6.5,0.079135774,8,6.5,0.102409754,0.036551572,0.753738667
319,0.0796412,25,6.583333333,0.079833092,8,6.583333333,0.091414043,0.031455141,0.771267667
320,0.079422252,25,6.666666667,0.08024134,8,6.666666667,0.099066405,0.033953459,0.778821
321,0.079161209,25,6.75,0.080904457,8,6.75,0.099795623,0.032311451,0.793155333
322,0.079130746,25,6.833333333,0.081149155,8,6.833333333,0.101650745,0.031651859,0.801301
323,0.078606809,25,6.916666667,0.081596497,8,6.916666667,0.09754258,0.029257854,0.807828667
324,0.079223901,25,7,0.081879397,8,7,0.089284009,0.026140594,0.821838
325,0.079860599,25,7.083333333,0.082028803,8,7.083333333,0.099498545,0.028464295,0.833231
326,0.079947014,25,7.166666667,0.082115211,8,7.166666667,0.090749647,0.023836634,0.841352
327,0.079533919,25,7.25,0.082267359,8,7.25,0.090131927,0.022533605,0.851779667
328,0.079058477,25,7.333333333,0.082220389,8,7.333333333,0.088953766,0.021288969,0.858613667
329,0.078864545,25,7.416666667,0.082651032,8,7.416666667,0.084506496,0.019080926,0.865733667
330,0.07853574,25,7.5,0.082742722,8,7.5,0.091597591,0.019914353,0.873273
331,0.078454321,25,7.583333333,0.083546392,8,7.583333333,0.646316896,0.413875793,0.151376333
332,0.078087931,25,7.666666667,0.083615343,8,7.666666667,0.552060508,0.349395567,0.142916333
333,0.078326302,25,7.75,0.083832102,8,7.75,0.697311529,0.44838525,0.168230333
334,0.078237981,25,7.833333333,0.084098367,8,7.833333333,0.607560018,0.393008524,0.171752
335,0.078206543,25,7.916666667,0.084118589,8,7.916666667,0.540525188,0.344359442,0.178818
336,0.078315349,25,8,0.084018683,8,8,0.648450296,0.423552973,0.203221333
337,0.078255647,25,8.083333333,0.083525421,8,8.083333333,0.495795711,0.314485028,0.194476667
338,0.077883044,25,8.166666667,0.083842523,8,8.166666667,0.532609927,0.343165912,0.210513333
339,0.078064707,25,8.25,0.083808121,8,8.25,0.428735526,0.271589056,0.223608667
340,0.078477104,25,8.333333333,0.083422385,8,8.333333333,0.483367491,0.310761982,0.237267333
341,0.078877169,25,8.416666667,0.083084057,8,8.416666667,0.523284598,0.338703373,0.253277667
342,0.078433376,25,8.5,0.083309605,8,8.5,0.396675315,0.251361674,0.254405
343,0.078479261,25,8.583333333,0.083167658,8,8.583333333,0.427384175,0.270649139,0.267795667
344,0.078179219,25,8.666666667,0.082867576,8,8.666666667,0.331045562,0.204080933,0.282141333
345,0.078145626,25,8.75,0.082378566,8,8.75,0.295263467,0.184911258,0.297095667
346,0.077910913,25,8.833333333,0.082309217,8,8.833333333,0.336693712,0.211258446,0.321364667
347,0.078134623,25,8.916666667,0.082340641,8,8.916666667,0.320619554,0.196235728,0.327677333
348,0.077955498,25,9,0.082970296,8,9,0.281774332,0.173974399,0.351005667
349,0.078306257,25,9.083333333,0.083316897,8,9.083333333,0.246073846,0.151146421,0.359190333
350,0.078447269,25,9.166666667,0.083149058,8,9.166666667,0.24602946,0.149552354,0.37902
351,0.078272067,25,9.25,0.082855712,8,9.25,0.248605696,0.146190253,0.400455333
352,0.078173239,25,9.333333333,0.08291046,8,9.333333333,0.256296662,0.150911792,0.415719667
353,0.078549319,25,9.416666667,0.083511671,8,9.416666667,0.229350358,0.131176277,0.429958333
354,0.078688786,25,9.5,0.083786894,8,9.5,0.235323598,0.137349347,0.456954
355,0.07829928,25,9.583333333,0.083858175,8,9.583333333,0.215066106,0.122066235,0.472189
356,0.07790446,25,9.666666667,0.083364258,8,9.666666667,0.205039226,0.114954222,0.487866667
357,0.077796921,25,9.75,0.08323805,8,9.75,0.197279982,0.109327667,0.504953
358,0.077452975,25,9.833333333,0.083284983,8,9.833333333,0.172707471,0.093968924,0.523013333
359,0.077355582,25,9.916666667,0.083680795,8,9.916666667,0.157954347,0.082874509,0.53579
360,0.077427101,25,10,0.083948027,8,10,0.145270235,0.074749806,0.556269
361,0.078622434,25,10.08333333,0.085812043,8,10.08333333,0.154600116,0.078701396,0.576516667
362,0.080649464,25,10.16666667,0.088005132,8,10.16666667,0.143449666,0.069507789,0.592144667
363,0.083177139,25,10.25,0.089870265,8,10.25,0.131368397,0.063872209,0.604864
364,0.085614911,25,10.33333333,0.092492385,8,10.33333333,0.146833558,0.069142036,0.62388
365,0.088233556,25,10.41666667,0.095422973,8,10.41666667,0.145152233,0.069982784,0.639724
366,0.090559408,25,10.5,0.097713676,8,10.5,0.134476788,0.06230061,0.655226333
367,0.093014656,25,10.58333333,0.100288083,8,10.58333333,0.124037834,0.054437508,0.672104
368,0.096107675,25,10.66666667,0.102751007,8,10.66666667,0.126564949,0.055091031,0.682458333
369,0.098956113,25,10.75,0.105627563,8,10.75,0.117525099,0.048105491,0.702671
370,0.101813661,25,10.83333333,0.107907368,8,10.83333333,0.11222592,0.045333333,0.711375
371,0.104851505,25,10.91666667,0.110736376,8,10.91666667,0.119731613,0.046293234,0.730668333
372,0.108264862,25,11,0.113392649,8,11,0.102923286,0.039240906,0.739899667
373,0.11203876,25,11.08333333,0.117099595,8,11.08333333,0.106362579,0.039109474,0.755239
374,0.115419665,25,11.16666667,0.120764362,8,11.16666667,0.106427226,0.037519276,0.770839333
375,0.119667212,25,11.25,0.124962082,8,11.25,0.098907048,0.03285884,0.777812
376,0.122734417,25,11.33333333,0.128675524,8,11.33333333,0.095837605,0.031059191,0.791531667
377,0.126443132,25,11.41666667,0.132318313,8,11.41666667,0.091530896,0.028457796,0.799991667
378,0.129953938,25,11.5,0.136001353,8,11.5,0.093329623,0.028670051,0.809823
379,0.133683914,25,11.58333333,0.140348585,8,11.58333333,0.093796006,0.026673329,0.823244333
380,0.137919743,25,11.66666667,0.144419914,8,11.66666667,0.091121687,0.025191069,0.830678
381,0.141666647,25,11.75,0.148834736,8,11.75,0.086903214,0.022384374,0.841643667
382,0.146178377,25,11.83333333,0.152211709,8,11.83333333,0.08886037,0.021987222,0.849675333
383,0.150637625,25,11.91666667,0.15580949,8,11.91666667,0.086884361,0.020230417,0.859168333
384,0.155900181,25,12,0.160151572,8,12,0.089303362,0.019719146,0.867448
385,0.16025548,25,12.08333333,0.164567386,8,12.08333333,0.086057045,0.018080873,0.874644333
386,0.164995342,25,12.16666667,0.168244701,8,12.16666667,0.665066275,0.433567102,0.153380333
387,0.169957949,25,12.25,0.171887381,8,12.25,0.68988535,0.448613184,0.154803
388,0.175212977,25,12.33333333,0.176041174,8,12.33333333,0.586370132,0.374079348,0.160348333
389,0.179795938,25,12.41666667,0.180693978,8,12.41666667,0.525796113,0.334379535,0.164935333
390,0.184836459,25,12.5,0.184785633,8,12.5,0.514528207,0.327725203,0.175023667
391,0.19017076,25,12.58333333,0.189462448,8,12.58333333,0.524328174,0.333209625,0.188615
392,0.195770203,25,12.66666667,0.1947707,8,12.66666667,0.62074325,0.402280656,0.206578
393,0.20101437,25,12.75,0.198506135,8,12.75,0.524564117,0.338795894,0.207717
394,0.207687533,25,12.83333333,0.203618276,8,12.83333333,0.500114493,0.322003376,0.230264667
395,0.213105508,25,12.91666667,0.209008787,8,12.91666667,0.449648543,0.286632411,0.232046333
396,0.218396619,25,13,0.215122008,8,13,0.432143447,0.277912548,0.248845667
397,0.223832213,25,13.08333333,0.220924166,8,13.08333333,0.430377774,0.274819988,0.255677667
398,0.229323577,25,13.16666667,0.226541951,8,13.16666667,0.381508125,0.240822691,0.265519
399,0.235035764,25,13.25,0.232671038,8,13.25,0.346215737,0.216923691,0.282377333
400,0.240777964,25,13.33333333,0.239477277,8,13.33333333,0.286711889,0.178537308,0.302497
401,0.247278995,25,13.41666667,0.245290529,8,13.41666667,0.293149125,0.180683552,0.320248667
402,0.253237152,25,13.5,0.251836451,8,13.5,0.291191501,0.180941065,0.328797667
403,0.258841703,25,13.58333333,0.258514942,8,13.58333333,0.290327002,0.177123482,0.353119
404,0.265556385,25,13.66666667,0.265282006,8,13.66666667,0.27764554,0.169870179,0.361703667
405,0.273012026,25,13.75,0.272246765,8,13.75,0.246494865,0.147554019,0.377708
406,0.278787463,25,13.83333333,0.279672372,8,13.83333333,0.250915662,0.148508896,0.400642667
407,0.285245145,25,13.91666667,0.286928289,8,13.91666667,0.235981817,0.138607239,0.411135333
408,0.29226214,25,14,0.293936952,8,14,0.222501158,0.128286676,0.428041333
409,0.299112256,25,14.08333333,0.300517945,8,14.08333333,0.240503001,0.139541813,0.456465333
410,0.306549322,25,14.16666667,0.307722857,8,14.16666667,0.186163065,0.104703843,0.465073667
411,0.314258721,25,14.25,0.314602272,8,14.25,0.211510755,0.118756263,0.491325667
412,0.321796261,25,14.33333333,0.321978513,8,14.33333333,0.196819585,0.10905972,0.504066333
413,0.329677646,25,14.41666667,0.329626881,8,14.41666667,0.16838007,0.091202022,0.519721667
414,0.338702419,25,14.5,0.337653789,8,14.5,0.169904891,0.092515907,0.541896
415,0.346270348,25,14.58333333,0.345515324,8,14.58333333,0.158304772,0.082428959,0.558642667
416,0.35422741,25,14.66666667,0.353575008,8,14.66666667,0.143682287,0.071993386,0.578150333
417,0.363375097,25,14.75,0.362815695,8,14.75,0.14554566,0.071779614,0.591774333
418,0.370639526,25,14.83333333,0.369526383,8,14.83333333,0.132429259,0.065124398,0.605154667
419,0.379483903,25,14.91666667,0.378127529,8,14.91666667,0.157291229,0.074047604,0.629176333
420,0.387675721,25,15,0.386289908,8,15,0.136010888,0.063066919,0.637915
421,0.396127329,25,15.08333333,0.394141154,8,15.08333333,0.132836009,0.060688655,0.655268
422,0.404888196,25,15.16666667,0.402670524,8,15.16666667,0.124851991,0.055678109,0.670155667
423,0.414076353,25,15.25,0.410643064,8,15.25,0.112775516,0.048098975,0.683833
424,0.423573429,25,15.33333333,0.418879059,8,15.33333333,0.116374925,0.047834962,0.703174667
425,0.432425365,25,15.41666667,0.426717461,8,15.41666667,0.11340836,0.046147526,0.712360333
426,0.440764707,25,15.5,0.433952287,8,15.5,0.115014775,0.044511363,0.730023333
427,0.449887048,25,15.58333333,0.441610348,8,15.58333333,0.115726295,0.044146088,0.740949
428,0.458959786,25,15.66666667,0.450318032,8,15.66666667,0.109851237,0.040689971,0.752708
429,0.467814765,25,15.75,0.459515128,8,15.75,0.105684719,0.037003421,0.773072667
430,0.477368626,25,15.83333333,0.468419843,8,15.83333333,0.095396284,0.032106539,0.778605667
431,0.486185717,25,15.91666667,0.477330057,8,15.91666667,0.104268663,0.033862354,0.79266
432,0.495978477,25,16,0.485940592,8,16,0.096929147,0.030879142,0.801857333
433,0.505605963,25,16.08333333,0.495750502,8,16.08333333,0.096386381,0.028693496,0.810636667
434,0.514437593,25,16.16666667,0.503691257,8,16.16666667,0.093537833,0.027033487,0.821401
435,0.524327409,25,16.25,0.513187885,8,16.25,0.090862587,0.024326877,0.830754667
436,0.534495085,25,16.33333333,0.521629279,8,16.33333333,0.090056486,0.022905255,0.841844667
437,0.544079203,25,16.41666667,0.530438197,8,16.41666667,0.092170336,0.023797316,0.851650667
438,0.553276947,25,16.5,0.538368996,8,16.5,0.09074153,0.022133851,0.857916667
439,0.563078631,25,16.58333333,0.547286993,8,16.58333333,0.087802119,0.02003239,0.866313667
440,0.571880496,25,16.66666667,0.556268128,8,16.66666667,0.086166835,0.018880649,0.870927
441,0.581185165,25,16.75,0.564023946,8,16.75,0.606081851,0.386898745,0.144108333
442,0.590160709,25,16.83333333,0.572184585,8,16.83333333,0.748282131,0.488449612,0.159201
443,0.598870466,25,16.91666667,0.581354286,8,16.91666667,0.558481774,0.355037958,0.160442
444,0.607800715,25,17,0.589562575,8,17,0.598275795,0.388472922,0.168594333
445,0.61758539,25,17.08333333,0.598743297,8,17.08333333,0.604996407,0.388347179,0.184327333
446,0.626337505,25,17.16666667,0.608326211,8,17.16666667,0.479616386,0.305550618,0.185655
447,0.63549613,25,17.25,0.617117636,8,17.25,0.505538942,0.326055249,0.203396
448,0.64405279,25,17.33333333,0.625654634,8,17.33333333,0.565602189,0.366878927,0.213364667
449,0.653536062,25,17.41666667,0.634718447,8,17.41666667,0.46145019,0.294406355,0.225684667
450,0.662328581,25,17.5,0.642973304,8,17.5,0.442446879,0.282384379,0.230522667
451,0.671183558,25,17.58333333,0.651043268,8,17.58333333,0.524931806,0.341360771,0.257976333
452,0.679642309,25,17.66666667,0.659873711,8,17.66666667,0.493215338,0.315900989,0.263042333
453,0.689325959,25,17.75,0.668572796,8,17.75,0.390408071,0.247900469,0.266369
454,0.697833494,25,17.83333333,0.676813657,8,17.83333333,0.388700599,0.242616451,0.284991667
455,0.706389073,25,17.91666667,0.685257358,8,17.91666667,0.337055893,0.211115992,0.301265667
456,0.715525405,25,18,0.694205692,8,18,0.347122294,0.215758409,0.323378667
457,0.724560772,25,18.08333333,0.702781995,8,18.08333333,0.300324122,0.185046651,0.326611333
458,0.73284301,25,18.16666667,0.710571341,8,18.16666667,0.31297013,0.191700549,0.352280333
459,0.741101244,25,18.25,0.718528495,8,18.25,0.295045772,0.179684148,0.364369
460,0.747816447,25,18.33333333,0.726542716,8,18.33333333,0.274251056,0.164699447,0.381446333
461,0.755506269,25,18.41666667,0.734306329,8,18.41666667,0.251935832,0.149680076,0.401293667
462,0.762333753,25,18.5,0.741288485,8,18.5,0.267609716,0.158790397,0.411418667
463,0.769975211,25,18.58333333,0.748744753,8,18.58333333,0.249959103,0.149539357,0.430232333
464,0.777010159,25,18.66666667,0.756261411,8,18.66666667,0.208544591,0.118543658,0.451991
465,0.784005201,25,18.75,0.763263817,8,18.75,0.196209456,0.110629757,0.466354333
466,0.790277992,25,18.83333333,0.76953737,8,18.83333333,0.183172611,0.100078567,0.488756
467,0.796707085,25,18.91666667,0.776390979,8,18.91666667,0.208262902,0.115746137,0.506761333
468,0.803590284,25,19,0.782572833,8,19,0.197150809,0.108328357,0.521891667
469,0.810503935,25,19.08333333,0.789518686,8,19.08333333,0.174983947,0.093571382,0.545508667
470,0.816594384,25,19.16666667,0.796435918,8,19.16666667,0.161277367,0.083358903,0.557293
471,0.823422407,25,19.25,0.803032804,8,19.25,0.167070327,0.085725006,0.578337667
472,0.829996691,25,19.33333333,0.809553132,8,19.33333333,0.149629159,0.076562529,0.590127667
473,0.83638813,25,19.41666667,0.816311098,8,19.41666667,0.147976271,0.072343994,0.605445333
474,0.842247465,25,19.5,0.822906193,8,19.5,0.135808634,0.063583464,0.626520333
475,0.8482249,25,19.58333333,0.829066143,8,19.58333333,0.133824004,0.063382072,0.639923333
476,0.853087894,25,19.66666667,0.83446462,8,19.66666667,0.121103551,0.055409062,0.655446333
477,0.858160795,25,19.75,0.840503252,8,19.75,0.130969716,0.058982671,0.672604333
478,0.863131115,25,19.83333333,0.845774821,8,19.83333333,0.122836349,0.052501204,0.682644667
479,0.867836767,25,19.91666667,0.8510043,8,19.91666667,0.11024124,0.045676557,0.701096333
480,0.873452421,25,20,0.856626257,8,20,0.103504859,0.041852086,0.71325
481,0.080210156,60,0.083333333,0.119421842,2,0.083333333,0.110691109,0.042973605,0.729525333
482,0.080369591,60,0.166666667,0.119425435,2,0.166666667,0.114222991,0.04307435,0.741733
483,0.080460862,60,0.25,0.119664442,2,0.25,0.098472477,0.036485899,0.755451667
484,0.080320458,60,0.333333333,0.119853522,2,0.333333333,0.105536253,0.036521837,0.770598333
485,0.080228756,60,0.416666667,0.120033303,2,0.416666667,0.100010824,0.033058095,0.779123333
486,0.08023418,60,0.5,0.120202242,2,0.5,0.099368614,0.032488985,0.791827333
487,0.080384338,60,0.583333333,0.121360528,2,0.583333333,0.095941801,0.030156799,0.801345
488,0.080406731,60,0.666666667,0.121943129,2,0.666666667,0.093250777,0.027961177,0.806833
489,0.080757488,60,0.75,0.122075197,2,0.75,0.094527094,0.027272687,0.825099
490,0.080769549,60,0.833333333,0.122468148,2,0.833333333,0.094887338,0.026438056,0.832953333
491,0.080890367,60,0.916666667,0.122602338,2,0.916666667,0.088934336,0.02265087,0.841925
492,0.081120364,60,1,0.122652653,2,1,0.088561192,0.022136603,0.851576
493,0.081264004,60,1.083333333,0.122864798,2,1.083333333,0.090361101,0.022066315,0.857491
494,0.081439467,60,1.166666667,0.123146979,2,1.166666667,0.085317139,0.018919683,0.866505
495,0.081233115,60,1.25,0.122820527,2,1.25,0.08630716,0.019180778,0.871688667
496,0.081452867,60,1.333333333,0.122309017,2,1.333333333,0.707590337,0.45914869,0.157702
497,0.081730285,60,1.416666667,0.122021608,2,1.416666667,0.721364747,0.464771762,0.152983333
498,0.081951816,60,1.5,0.122346424,2,1.5,0.583504953,0.374049386,0.162570333
499,0.08217133,60,1.583333333,0.123011976,2,1.583333333,0.53519278,0.337145355,0.163955
500,0.082258277,60,1.666666667,0.123458665,2,1.666666667,0.595547583,0.382792157,0.184598
501,0.082277029,60,1.75,0.123683925,2,1.75,0.533286237,0.339418219,0.186381667
502,0.08250144,60,1.833333333,0.124140855,2,1.833333333,0.594665288,0.385258206,0.204068333
503,0.082472862,60,1.916666667,0.124237833,2,1.916666667,0.486751169,0.313323864,0.204397667
504,0.082221868,60,2,0.124028503,2,2,0.426470261,0.268897641,0.223021667
505,0.082052718,60,2.083333333,0.123472876,2,2.083333333,0.396291073,0.250431482,0.223261333
506,0.082031482,60,2.166666667,0.12320575,2,2.166666667,0.489794418,0.311394866,0.250686
507,0.081713584,60,2.25,0.123234609,2,2.25,0.396396878,0.248544347,0.252006
508,0.081738265,60,2.333333333,0.12285463,2,2.333333333,0.495941966,0.319047752,0.273570333
509,0.081602496,60,2.416666667,0.122261831,2,2.416666667,0.384847793,0.244795422,0.283820667
510,0.081613598,60,2.5,0.121901739,2,2.5,0.32493621,0.202157037,0.299114
511,0.081601028,60,2.583333333,0.120938253,2,2.583333333,0.324697596,0.201760255,0.323854667
512,0.081542057,60,2.666666667,0.121009731,2,2.666666667,0.315837312,0.194628287,0.326264667
513,0.081355795,60,2.75,0.120498309,2,2.75,0.305753133,0.190492938,0.349726
514,0.081045828,60,2.833333333,0.119672896,2,2.833333333,0.283562769,0.172552203,0.360913
515,0.08075243,60,2.916666667,0.119477438,2,2.916666667,0.286790533,0.171261327,0.382787333
516,0.080979285,60,3,0.119242414,2,3,0.280324868,0.167446275,0.399630667
517,0.08087593,60,3.083333333,0.119346648,2,3.083333333,0.247187231,0.146286176,0.413069333
518,0.081113654,60,3.166666667,0.118829016,2,3.166666667,0.206326968,0.120606761,0.429713333
519,0.080887431,60,3.25,0.11809012,2,3.25,0.192657151,0.110793401,0.454293
520,0.080937381,60,3.333333333,0.117711944,2,3.333333333,0.205647292,0.115875824,0.468754667
521,0.080975484,60,3.416666667,0.117787198,2,3.416666667,0.19019477,0.10597409,0.490535
522,0.080914628,60,3.5,0.118409392,2,3.5,0.178028714,0.098878149,0.502295
523,0.08109385,60,3.583333333,0.118313483,2,3.583333333,0.174134877,0.095031703,0.524814333
524,0.081052845,60,3.666666667,0.118767827,2,3.666666667,0.161261233,0.085359808,0.539895
525,0.081051565,60,3.75,0.118249155,2,3.75,0.167393092,0.08752492,0.559951
526,0.080964295,60,3.833333333,0.118383128,2,3.833333333,0.152571026,0.078302861,0.575062
527,0.080744708,60,3.916666667,0.118370197,2,3.916666667,0.155418637,0.077975262,0.592978667
528,0.08040576,60,4,0.119176277,2,4,0.131245045,0.063853849,0.603064667
529,0.080232,60,4.083333333,0.118935055,2,4.083333333,0.145116709,0.069639542,0.626942667
530,0.080175358,60,4.166666667,0.118742059,2,4.166666667,0.148246299,0.068355806,0.640589333
531,0.079920279,60,4.25,0.11910153,2,4.25,0.128417397,0.055826869,0.655520667
532,0.079789038,60,4.333333333,0.118679715,2,4.333333333,0.123536941,0.054310315,0.672174333
533,0.079941297,60,4.416666667,0.117857359,2,4.416666667,0.118844887,0.050890048,0.681574
534,0.079921482,60,4.5,0.117253515,2,4.5,0.114832886,0.048095614,0.703411333
535,0.079856077,60,4.583333333,0.116458085,2,4.583333333,0.104756927,0.041978103,0.712871667
536,0.079828338,60,4.666666667,0.115546675,2,4.666666667,0.115093228,0.044007149,0.730161667
537,0.080111729,60,4.75,0.11518882,2,4.75,0.098355732,0.037300696,0.740576
538,0.079955071,60,4.833333333,0.1148319,2,4.833333333,0.104355862,0.038572381,0.754477667
539,0.079910273,60,4.916666667,0.114444636,2,4.916666667,0.097111072,0.034119638,0.770143
540,0.079838628,60,5,0.114520236,2,5,0.102918523,0.035015745,0.780572667
541,0.079803869,60,5.083333333,0.113853426,2,5.083333333,0.104425162,0.033685263,0.79372
542,0.079778029,60,5.166666667,0.113725309,2,5.166666667,0.09452059,0.029490801,0.803674333
543,0.079793333,60,5.25,0.113311829,2,5.25,0.094529195,0.027508362,0.807887667
544,0.07948437,60,5.333333333,0.112532948,2,5.333333333,0.091945629,0.025784498,0.822458
545,0.079416693,60,5.416666667,0.112184882,2,5.416666667,0.092539407,0.025270903,0.832156
546,0.079417336,60,5.5,0.112607192,2,5.5,0.09198594,0.024751958,0.842802
547,0.079237033,60,5.583333333,0.112228814,2,5.583333333,0.091586027,0.022658336,0.851018667
548,0.078998507,60,5.666666667,0.112005465,2,5.666666667,0.086984387,0.020526442,0.859265667
549,0.078947707,60,5.75,0.111837625,2,5.75,0.085744322,0.018920432,0.865413667
550,0.078695624,60,5.833333333,0.112290139,2,5.833333333,0.090841988,0.018473707,0.872519333
,0.078307692,60,5.916666667,0.112084891,2,5.916666667,,,
,0.078113764,60,6,0.112490591,2,6,,,
,0.077767556,60,6.083333333,0.113124645,2,6.083333333,,,
,0.077502972,60,6.166666667,0.11351743,2,6.166666667,,,
,0.077241296,60,6.25,0.113853871,2,6.25,,,
,0.076806007,60,6.333333333,0.11414671,2,6.333333333,,,
,0.076555743,60,6.416666667,0.114206349,2,6.416666667,,,
,0.07662462,60,6.5,0.114142889,2,6.5,,,
,0.076709004,60,6.583333333,0.114681047,2,6.583333333,,,
,0.076744396,60,6.666666667,0.11451337,2,6.666666667,,,
,0.076964968,60,6.75,0.114827201,2,6.75,,,
,0.076883252,60,6.833333333,0.114145469,2,6.833333333,,,
,0.076900535,60,6.916666667,0.113943277,2,6.916666667,,,
,0.076904148,60,7,0.113079198,2,7,,,
,0.077050332,60,7.083333333,0.112862874,2,7.083333333,,,
,0.077283321,60,7.166666667,0.112642994,2,7.166666667,,,
,0.077323378,60,7.25,0.112721579,2,7.25,,,
,0.077169017,60,7.333333333,0.112416637,2,7.333333333,,,
,0.077392234,60,7.416666667,0.112422459,2,7.416666667,,,
,0.077646953,60,7.5,0.111678827,2,7.5,,,
,0.077725015,60,7.583333333,0.11202526,2,7.583333333,,,
,0.077798433,60,7.666666667,0.113158186,2,7.666666667,,,
,0.077795513,60,7.75,0.113584025,2,7.75,,,
,0.077775375,60,7.833333333,0.114245247,2,7.833333333,,,
,0.077628527,60,7.916666667,0.114710573,2,7.916666667,,,
,0.077748032,60,8,0.115620656,2,8,,,
,0.077633261,60,8.083333333,0.115737264,2,8.083333333,,,
,0.077539409,60,8.166666667,0.115596497,2,8.166666667,,,
,0.077599839,60,8.25,0.114983111,2,8.25,,,
,0.077793868,60,8.333333333,0.114600248,2,8.333333333,,,
,0.077816925,60,8.416666667,0.114519449,2,8.416666667,,,
,0.078100562,60,8.5,0.114653723,2,8.5,,,
,0.078182465,60,8.583333333,0.115226122,2,8.583333333,,,
,0.078216118,60,8.666666667,0.115744026,2,8.666666667,,,
,0.078393106,60,8.75,0.116195061,2,8.75,,,
,0.078356798,60,8.833333333,0.117148016,2,8.833333333,,,
,0.078345822,60,8.916666667,0.117109,2,8.916666667,,,
,0.078442028,60,9,0.117133291,2,9,,,
,0.078523458,60,9.083333333,0.117291283,2,9.083333333,,,
,0.078542946,60,9.166666667,0.117340618,2,9.166666667,,,
,0.078613197,60,9.25,0.116803551,2,9.25,,,
,0.078579385,60,9.333333333,0.116506448,2,9.333333333,,,
,0.078664464,60,9.416666667,0.116352382,2,9.416666667,,,
,0.079099044,60,9.5,0.11680575,2,9.5,,,
,0.079210421,60,9.583333333,0.117040882,2,9.583333333,,,
,0.07926069,60,9.666666667,0.11732231,2,9.666666667,,,
,0.079072461,60,9.75,0.117331367,2,9.75,,,
,0.079233356,60,9.833333333,0.118023393,2,9.833333333,,,
,0.079058539,60,9.916666667,0.118604824,2,9.916666667,,,
,0.079123405,60,10,0.118222963,2,10,,,
,0.079573442,60,10.08333333,0.121754427,2,10.08333333,,,
,0.080186625,60,10.16666667,0.125346492,2,10.16666667,,,
,0.080908653,60,10.25,0.129308917,2,10.25,,,
,0.081970248,60,10.33333333,0.133950551,2,10.33333333,,,
,0.082843418,60,10.41666667,0.137722391,2,10.41666667,,,
,0.083513633,60,10.5,0.142077209,2,10.5,,,
,0.084450513,60,10.58333333,0.146200885,2,10.58333333,,,
,0.08533925,60,10.66666667,0.150386887,2,10.66666667,,,
,0.086192656,60,10.75,0.155576285,2,10.75,,,
,0.087381748,60,10.83333333,0.160168666,2,10.83333333,,,
,0.088458538,60,10.91666667,0.165309234,2,10.91666667,,,
,0.089373172,60,11,0.170591724,2,11,,,
,0.090442845,60,11.08333333,0.174973357,2,11.08333333,,,
,0.091417894,60,11.16666667,0.179882802,2,11.16666667,,,
,0.092447601,60,11.25,0.184949153,2,11.25,,,
,0.093520237,60,11.33333333,0.190552159,2,11.33333333,,,
