"","hrp2.Deletion.Allele.Frequency","level","years"
"143",0.2165873493326,"0%",11.9166666666667
"144",0.223467685724984,"0%",12
"145",0.23025876142595,"0%",12.0833333333333
"146",0.237081265562663,"0%",12.1666666666667
"147",0.244514810082615,"0%",12.25
"148",0.252687653442565,"0%",12.3333333333333
"149",0.260412656450514,"0%",12.4166666666667
"150",0.269287340572227,"0%",12.5
"151",0.278310272287049,"0%",12.5833333333333
"152",0.287774019457728,"0%",12.6666666666667
"153",0.295746371517125,"0%",12.75
"154",0.304741327786102,"0%",12.8333333333333
"155",0.313031978315826,"0%",12.9166666666667
"156",0.322153350670533,"0%",13
"157",0.330658136046493,"0%",13.0833333333333
"158",0.338844861751046,"0%",13.1666666666667
"159",0.348064007063613,"0%",13.25
"160",0.35737090048147,"0%",13.3333333333333
"161",0.366440739414349,"0%",13.4166666666667
"162",0.375827605106457,"0%",13.5
"163",0.385647454359306,"0%",13.5833333333333
"164",0.395468542045885,"0%",13.6666666666667
"165",0.404928451388752,"0%",13.75
"166",0.413958363780572,"0%",13.8333333333333
"167",0.423389325705128,"0%",13.9166666666667
"168",0.435159755508068,"0%",14
"169",0.445184878558205,"0%",14.0833333333333
"170",0.455727713645487,"0%",14.1666666666667
"171",0.467022944760033,"0%",14.25
"172",0.478138526914286,"0%",14.3333333333333
"173",0.48840525427462,"0%",14.4166666666667
"174",0.499637912048354,"0%",14.5
"175",0.51057525016448,"0%",14.5833333333333
"176",0.520013386800084,"0%",14.6666666666667
"177",0.531596210962026,"0%",14.75
"178",0.542669756495729,"0%",14.8333333333333
"179",0.554757057044057,"0%",14.9166666666667
"180",0.566159217032195,"0%",15
"181",0.577081406781177,"0%",15.0833333333333
"182",0.587920911099049,"0%",15.1666666666667
"183",0.599269617388039,"0%",15.25
"184",0.609859678192808,"0%",15.3333333333333
"185",0.62010311224273,"0%",15.4166666666667
"186",0.629550457485423,"0%",15.5
"187",0.640502867603639,"0%",15.5833333333333
"188",0.650197136985331,"0%",15.6666666666667
"189",0.660483163982421,"0%",15.75
"190",0.669369047685685,"0%",15.8333333333333
"191",0.679083103099112,"0%",15.9166666666667
"192",0.688096858085,"0%",16
"193",0.69797132419441,"0%",16.0833333333333
"194",0.707397470055238,"0%",16.1666666666667
"195",0.717046093746492,"0%",16.25
"196",0.725425988139073,"0%",16.3333333333333
"197",0.734814317010467,"0%",16.4166666666667
"198",0.743997305482971,"0%",16.5
"199",0.752142713837773,"0%",16.5833333333333
"200",0.760257404904921,"0%",16.6666666666667
"201",0.768846735549802,"0%",16.75
"202",0.776320380618357,"0%",16.8333333333333
"203",0.784646459923101,"0%",16.9166666666667
"204",0.791433166263509,"0%",17
"205",0.79856783699006,"0%",17.0833333333333
"206",0.805134917405755,"0%",17.1666666666667
"207",0.811077566971163,"0%",17.25
"208",0.817471765630471,"0%",17.3333333333333
"209",0.824574013726681,"0%",17.4166666666667
"210",0.831268061195366,"0%",17.5
"211",0.837454494965805,"0%",17.5833333333333
"212",0.84358250942623,"0%",17.6666666666667
"213",0.849830843349183,"0%",17.75
"214",0.855691365651838,"0%",17.8333333333333
"215",0.860887953734201,"0%",17.9166666666667
"216",0.866682855531187,"0%",18
"217",0.872123256556495,"0%",18.0833333333333
"218",0.876253502406184,"0%",18.1666666666667
"219",0.881443656410836,"0%",18.25
"220",0.886347046029336,"0%",18.3333333333333
"221",0.890937604072563,"0%",18.4166666666667
"222",0.895516165387485,"0%",18.5
"223",0.89991393888122,"0%",18.5833333333333
"224",0.903508800276921,"0%",18.6666666666667
"225",0.907970581475507,"0%",18.75
"226",0.91126143409545,"0%",18.8333333333333
"227",0.91496464178652,"0%",18.9166666666667
"228",0.918286049094647,"0%",19
"229",0.921831183565831,"0%",19.0833333333333
"230",0.925529384172478,"0%",19.1666666666667
"231",0.928756883917264,"0%",19.25
"232",0.931871813307779,"0%",19.3333333333333
"233",0.934984950872602,"0%",19.4166666666667
"234",0.93847776647531,"0%",19.5
"235",0.941394863474232,"0%",19.5833333333333
"236",0.943844127429724,"0%",19.6666666666667
"237",0.946567635487396,"0%",19.75
"238",0.948939253974946,"0%",19.8333333333333
"239",0.951295961642294,"0%",19.9166666666667
"240",0.953749969430836,"0%",20
"241",0.0961310421230001,"low",0.0833333333333333
"242",0.0960910810362728,"low",0.166666666666667
"243",0.0957240096788369,"low",0.25
"244",0.0957253965440069,"low",0.333333333333333
"245",0.0955305541804174,"low",0.416666666666667
"246",0.0959380513474071,"low",0.5
"247",0.0960549751912905,"low",0.583333333333333
"248",0.0960710655639467,"low",0.666666666666667
"249",0.0960180190754317,"low",0.75
"250",0.096058238103743,"low",0.833333333333333
"251",0.0965384198817575,"low",0.916666666666667
"252",0.0964514368822516,"low",1
"253",0.0967920444665646,"low",1.08333333333333
"254",0.0968142292706984,"low",1.16666666666667
"255",0.0973810321126365,"low",1.25
"256",0.0977696536548331,"low",1.33333333333333
"257",0.0974701693975016,"low",1.41666666666667
"258",0.097271400417406,"low",1.5
"259",0.0970139114097124,"low",1.58333333333333
"260",0.0970526790132861,"low",1.66666666666667
"261",0.0966856587315138,"low",1.75
"262",0.0965781086397453,"low",1.83333333333333
"263",0.0962387469839638,"low",1.91666666666667
"264",0.096550059099318,"low",2
"265",0.0965471128342171,"low",2.08333333333333
"266",0.0969906097047284,"low",2.16666666666667
"267",0.096886417037145,"low",2.25
"268",0.0965488904024442,"low",2.33333333333333
"269",0.0969878528637723,"low",2.41666666666667
"270",0.0972343795567585,"low",2.5
"271",0.096831734073739,"low",2.58333333333333
"272",0.0969460061161967,"low",2.66666666666667
"273",0.0974199721280058,"low",2.75
"274",0.0977194840842434,"low",2.83333333333333
"275",0.098413819267903,"low",2.91666666666667
"276",0.0983194466367645,"low",3
"277",0.0976533741995109,"low",3.08333333333333
"278",0.0968184279886597,"low",3.16666666666667
"279",0.0966159188500261,"low",3.25
"280",0.096269529764357,"low",3.33333333333333
"281",0.0969259897479936,"low",3.41666666666667
"282",0.0966848081034597,"low",3.5
"283",0.0969355078468199,"low",3.58333333333333
"284",0.0969402555706242,"low",3.66666666666667
"285",0.0967159209711952,"low",3.75
"286",0.0968807313373081,"low",3.83333333333333
"287",0.0970428661715357,"low",3.91666666666667
"288",0.0965120075053736,"low",4
"289",0.0965905178199144,"low",4.08333333333333
"290",0.0962136622395985,"low",4.16666666666667
"291",0.0959713273595157,"low",4.25
"292",0.0954685501321408,"low",4.33333333333333
"293",0.0955525304658883,"low",4.41666666666667
"294",0.095706747487239,"low",4.5
"295",0.0959360734717744,"low",4.58333333333333
"296",0.0955616250832271,"low",4.66666666666667
"297",0.0953212132356957,"low",4.75
"298",0.0958327349883245,"low",4.83333333333333
"299",0.0954113016081685,"low",4.91666666666667
"300",0.0957322355386108,"low",5
"301",0.0952117799279377,"low",5.08333333333333
"302",0.0950683436012631,"low",5.16666666666667
"303",0.0950987645745578,"low",5.25
"304",0.0947516338793216,"low",5.33333333333333
"305",0.0949318481876564,"low",5.41666666666667
"306",0.0952995626720606,"low",5.5
"307",0.095338719355862,"low",5.58333333333333
"308",0.095374285993656,"low",5.66666666666667
"309",0.095512389577706,"low",5.75
"310",0.0954216417551805,"low",5.83333333333333
"311",0.095111610929212,"low",5.91666666666667
"312",0.0950061588124009,"low",6
"313",0.0949635970377673,"low",6.08333333333333
"314",0.0950572047672592,"low",6.16666666666667
"315",0.0952336095378959,"low",6.25
"316",0.0953689299114178,"low",6.33333333333333
"317",0.0949609313986502,"low",6.41666666666667
"318",0.0949850066770539,"low",6.5
"319",0.0956823245335755,"low",6.58333333333333
"320",0.096090572615103,"low",6.66666666666667
"321",0.0967536893201763,"low",6.75
"322",0.0969983877870234,"low",6.83333333333333
"323",0.0974457301738557,"low",6.91666666666667
"324",0.0977286299499783,"low",7
"325",0.0978780354862166,"low",7.08333333333333
"326",0.097964443248393,"low",7.16666666666667
"327",0.0981165912774597,"low",7.25
"328",0.0980696218065069,"low",7.33333333333333
"329",0.0985002646824016,"low",7.41666666666667
"330",0.0985919552177858,"low",7.5
"331",0.099395624929662,"low",7.58333333333333
"332",0.0994645754426092,"low",7.66666666666667
"333",0.0996813348532304,"low",7.75
"334",0.0999476000373017,"low",7.83333333333333
"335",0.0999678213373856,"low",7.91666666666667
"336",0.099867916069043,"low",8
"337",0.0993746542079481,"low",8.08333333333333
"338",0.09969175603716,"low",8.16666666666667
"339",0.0996573539314229,"low",8.25
"340",0.0992716181135377,"low",8.33333333333333
"341",0.0989332900152486,"low",8.41666666666667
"342",0.0991588377630115,"low",8.5
"343",0.0990168905002591,"low",8.58333333333333
"344",0.098716808838727,"low",8.66666666666667
"345",0.0982277984503133,"low",8.75
"346",0.0981584497414006,"low",8.83333333333333
"347",0.098189873869101,"low",8.91666666666667
"348",0.0988195284166683,"low",9
"349",0.0991661299664332,"low",9.08333333333333
"350",0.0989982902777223,"low",9.16666666666667
"351",0.0987049447202114,"low",9.25
"352",0.0987596923942294,"low",9.33333333333333
"353",0.0993609041841458,"low",9.41666666666667
"354",0.0996361265413211,"low",9.5
"355",0.0997074079334038,"low",9.58333333333333
"356",0.0992134908354279,"low",9.66666666666667
"357",0.0990872831599549,"low",9.75
"358",0.0991342159704454,"low",9.83333333333333
"359",0.0995300280507513,"low",9.91666666666667
"360",0.0997972593673889,"low",10
"361",0.0851319118470065,"low",10.0833333333333
"362",0.0874919994835953,"low",10.1666666666667
"363",0.0894974484613949,"low",10.25
"364",0.091704122839042,"low",10.3333333333333
"365",0.0941898066441689,"low",10.4166666666667
"366",0.096760657999118,"low",10.5
"367",0.0993908340164562,"low",10.5833333333333
"368",0.102062838991288,"low",10.6666666666667
"369",0.105114545553355,"low",10.75
"370",0.107442106229141,"low",10.8333333333333
"371",0.1102323710042,"low",10.9166666666667
"372",0.112699047468906,"low",11
"373",0.115213740778483,"low",11.0833333333333
"374",0.118616161239636,"low",11.1666666666667
"375",0.121064130278431,"low",11.25
"376",0.123470423924728,"low",11.3333333333333
"377",0.125467248462542,"low",11.4166666666667
"378",0.127714474671731,"low",11.5
"379",0.130134395491474,"low",11.5833333333333
"380",0.133297944142804,"low",11.6666666666667
"381",0.136375200948228,"low",11.75
"382",0.139487217357995,"low",11.8333333333333
"383",0.142224790425408,"low",11.9166666666667
"384",0.145546797387131,"low",12
"385",0.148399207869436,"low",12.0833333333333
"386",0.15149790061927,"low",12.1666666666667
"387",0.155010175275748,"low",12.25
"388",0.159128787407959,"low",12.3333333333333
"389",0.163154445886121,"low",12.4166666666667
"390",0.167441277336194,"low",12.5
"391",0.171459750245839,"low",12.5833333333333
"392",0.175174969100657,"low",12.6666666666667
"393",0.178271080029219,"low",12.75
"394",0.182021401058078,"low",12.8333333333333
"395",0.18556636784026,"low",12.9166666666667
"396",0.190098788739415,"low",13
"397",0.194732859637138,"low",13.0833333333333
"398",0.198776270504417,"low",13.1666666666667
"399",0.203373541526731,"low",13.25
"400",0.208693071926951,"low",13.3333333333333
"401",0.212532962468647,"low",13.4166666666667
"402",0.217365069336784,"low",13.5
"403",0.222152194373098,"low",13.5833333333333
"404",0.226354628103528,"low",13.6666666666667
"405",0.230917354562551,"low",13.75
"406",0.235248274185006,"low",13.8333333333333
"407",0.241255219732784,"low",13.9166666666667
"408",0.246096701392344,"low",14
"409",0.25069399109126,"low",14.0833333333333
"410",0.25548359793026,"low",14.1666666666667
"411",0.259573859964889,"low",14.25
"412",0.264601784904082,"low",14.3333333333333
"413",0.269711419380106,"low",14.4166666666667
"414",0.274621507940711,"low",14.5
"415",0.279191454067404,"low",14.5833333333333
"416",0.283716067631127,"low",14.6666666666667
"417",0.289035787218788,"low",14.75
"418",0.294957241986515,"low",14.8333333333333
"419",0.300417013627596,"low",14.9166666666667
"420",0.305768154132761,"low",15
"421",0.310888967430512,"low",15.0833333333333
"422",0.31525209168802,"low",15.1666666666667
"423",0.319422574170008,"low",15.25
"424",0.325540945434603,"low",15.3333333333333
"425",0.332051503663457,"low",15.4166666666667
"426",0.338072897035721,"low",15.5
"427",0.34376472468264,"low",15.5833333333333
"428",0.348975906102448,"low",15.6666666666667
"429",0.355504402010498,"low",15.75
"430",0.361890776513508,"low",15.8333333333333
"431",0.369433319464272,"low",15.9166666666667
"432",0.376995375878271,"low",16
"433",0.383873187068066,"low",16.0833333333333
"434",0.389550192418558,"low",16.1666666666667
"435",0.394926123886899,"low",16.25
"436",0.400525033674915,"low",16.3333333333333
"437",0.406384584088906,"low",16.4166666666667
"438",0.412540695260025,"low",16.5
"439",0.419134754216002,"low",16.5833333333333
"440",0.425906986031656,"low",16.6666666666667
"441",0.433431736427912,"low",16.75
"442",0.44062484943854,"low",16.8333333333333
"443",0.448624734224643,"low",16.9166666666667
"444",0.455593813721688,"low",17
"445",0.462036617505429,"low",17.0833333333333
"446",0.468759331712619,"low",17.1666666666667
"447",0.476007068726034,"low",17.25
"448",0.483472803542949,"low",17.3333333333333
"449",0.490689334962287,"low",17.4166666666667
"450",0.497926072505391,"low",17.5
"451",0.504632942821986,"low",17.5833333333333
"452",0.512350989481788,"low",17.6666666666667
"453",0.520523200587429,"low",17.75
"454",0.527698470959211,"low",17.8333333333333
"455",0.534791309577318,"low",17.9166666666667
"456",0.541526054658489,"low",18
"457",0.548967553455576,"low",18.0833333333333
"458",0.556710507284114,"low",18.1666666666667
"459",0.563786183865027,"low",18.25
"460",0.571386533816349,"low",18.3333333333333
"461",0.578635670823214,"low",18.4166666666667
"462",0.585593528160147,"low",18.5
"463",0.59347146107617,"low",18.5833333333333
"464",0.60051175214066,"low",18.6666666666667
"465",0.607867899604883,"low",18.75
"466",0.615242734839497,"low",18.8333333333333
"467",0.62279994299482,"low",18.9166666666667
"468",0.629728993377937,"low",19
"469",0.636464158428049,"low",19.0833333333333
"470",0.643271288629393,"low",19.1666666666667
"471",0.651079090895419,"low",19.25
"472",0.657551476334312,"low",19.3333333333333
"473",0.665096949648956,"low",19.4166666666667
"474",0.670930105105888,"low",19.5
"475",0.678593451740131,"low",19.5833333333333
"476",0.685359376256045,"low",19.6666666666667
"477",0.69299823565842,"low",19.75
"478",0.700057450020776,"low",19.8333333333333
"479",0.707114057298361,"low",19.9166666666667
"480",0.713239823376575,"low",20
"481",0.0992107992850587,"med",0.0833333333333333
"482",0.0997140915760433,"med",0.166666666666667
"483",0.0997608761572806,"med",0.25
"484",0.0998477252637239,"med",0.333333333333333
"485",0.100597406736518,"med",0.416666666666667
"486",0.10062846984137,"med",0.5
"487",0.100643044205857,"med",0.583333333333333
"488",0.101249854246001,"med",0.666666666666667
"489",0.100877972285734,"med",0.75
"490",0.100414369061231,"med",0.833333333333333
"491",0.100134723739601,"med",0.916666666666667
"492",0.0999332518278318,"med",1
"493",0.0995600220097314,"med",1.08333333333333
"494",0.0991620634467731,"med",1.16666666666667
"495",0.0986688363880893,"med",1.25
"496",0.0982604831157855,"med",1.33333333333333
"497",0.0982490880126692,"med",1.41666666666667
"498",0.0976972527500723,"med",1.5
"499",0.0976947015089045,"med",1.58333333333333
"500",0.0970807931990201,"med",1.66666666666667
"501",0.0973837225597801,"med",1.75
"502",0.0971247242882563,"med",1.83333333333333
"503",0.0965423910713456,"med",1.91666666666667
"504",0.0971341085153112,"med",2
"505",0.0972285769869189,"med",2.08333333333333
"506",0.097776992814394,"med",2.16666666666667
"507",0.0974462262716151,"med",2.25
"508",0.0974181330429764,"med",2.33333333333333
"509",0.0973311095033001,"med",2.41666666666667
"510",0.0976543360862349,"med",2.5
"511",0.097232690524701,"med",2.58333333333333
"512",0.0972699477978394,"med",2.66666666666667
"513",0.0968723217581261,"med",2.75
"514",0.0963940045400528,"med",2.83333333333333
"515",0.0961345533521781,"med",2.91666666666667
"516",0.0954193990995244,"med",3
"517",0.0958426223490225,"med",3.08333333333333
"518",0.0949913155094629,"med",3.16666666666667
"519",0.0947139164048289,"med",3.25
"520",0.0938779947464882,"med",3.33333333333333
"521",0.0939175180608943,"med",3.41666666666667
"522",0.0934921455541855,"med",3.5
"523",0.0933967761642554,"med",3.58333333333333
"524",0.0934700925726446,"med",3.66666666666667
"525",0.0935391298848945,"med",3.75
"526",0.0938759053901227,"med",3.83333333333333
"527",0.093015600522049,"med",3.91666666666667
"528",0.0932335896767722,"med",4
"529",0.0929879171563798,"med",4.08333333333333
"530",0.0932580022977359,"med",4.16666666666667
"531",0.0938292547173994,"med",4.25
"532",0.0934371740152183,"med",4.33333333333333
"533",0.0936388018523945,"med",4.41666666666667
"534",0.093770955483611,"med",4.5
"535",0.0941231213701396,"med",4.58333333333333
"536",0.0942532488267044,"med",4.66666666666667
"537",0.0946968174687841,"med",4.75
"538",0.0947262057211175,"med",4.83333333333333
"539",0.0941705185015572,"med",4.91666666666667
"540",0.0943600073716495,"med",5
"541",0.0945054173445474,"med",5.08333333333333
"542",0.0950468610235246,"med",5.16666666666667
"543",0.0955529748431589,"med",5.25
"544",0.0956649661760302,"med",5.33333333333333
"545",0.0956596196014903,"med",5.41666666666667
"546",0.0958112377345714,"med",5.5
"547",0.0961660261321879,"med",5.58333333333333
"548",0.0964469054034561,"med",5.66666666666667
"549",0.0968943798106806,"med",5.75
"550",0.0969188042499338,"med",5.83333333333333
"551",0.0964544224518463,"med",5.91666666666667
"552",0.0971745242869185,"med",6
"553",0.0974273995263913,"med",6.08333333333333
"554",0.0972759328667359,"med",6.16666666666667
"555",0.0976959235078935,"med",6.25
"556",0.0983495007704832,"med",6.33333333333333
"557",0.0982342707981587,"med",6.41666666666667
"558",0.0983415298753294,"med",6.5
"559",0.0990971958664201,"med",6.58333333333333
"560",0.0987185236598921,"med",6.66666666666667
"561",0.098668336472199,"med",6.75
"562",0.0989693721905298,"med",6.83333333333333
"563",0.0992093762033052,"med",6.91666666666667
"564",0.0988419300922917,"med",7
"565",0.0988204690688717,"med",7.08333333333333
"566",0.0984174843786462,"med",7.16666666666667
"567",0.0983120838957567,"med",7.25
"568",0.0985141203269655,"med",7.33333333333333
"569",0.0979928454707797,"med",7.41666666666667
"570",0.0980995265647798,"med",7.5
"571",0.0973239412289398,"med",7.58333333333333
"572",0.0970275645348384,"med",7.66666666666667
"573",0.097012012743055,"med",7.75
"574",0.0976749726711349,"med",7.83333333333333
"575",0.0978366785514736,"med",7.91666666666667
"576",0.098010027652176,"med",8
"577",0.0983718889679112,"med",8.08333333333333
"578",0.0987760989414377,"med",8.16666666666667
"579",0.0987901476040363,"med",8.25
"580",0.0985614111226563,"med",8.33333333333333
"581",0.0989147741987152,"med",8.41666666666667
"582",0.0984591736568787,"med",8.5
"583",0.0981824362631445,"med",8.58333333333333
"584",0.0975320330820337,"med",8.66666666666667
"585",0.0979882488057092,"med",8.75
"586",0.0982259378658098,"med",8.83333333333333
"587",0.0982270520462529,"med",8.91666666666667
"588",0.0971436141442618,"med",9
"589",0.097123724350748,"med",9.08333333333333
"590",0.0967423611416325,"med",9.16666666666667
"591",0.0971031096639008,"med",9.25
"592",0.097136644350057,"med",9.33333333333333
"593",0.096882496694586,"med",9.41666666666667
"594",0.0970341054982477,"med",9.5
"595",0.0974028616904974,"med",9.58333333333333
"596",0.0974962978146084,"med",9.66666666666667
"597",0.0980280181450489,"med",9.75
"598",0.0977602107831709,"med",9.83333333333333
"599",0.0984330385982553,"med",9.91666666666667
"600",0.0983927977560647,"med",10
"601",0.110920180495919,"med",10.0833333333333
"602",0.113715462393663,"med",10.1666666666667
"603",0.117537444784918,"med",10.25
"604",0.122114362919849,"med",10.3333333333333
"605",0.127072979884779,"med",10.4166666666667
"606",0.132331152813403,"med",10.5
"607",0.136440827834881,"med",10.5833333333333
"608",0.140116608462317,"med",10.6666666666667
"609",0.143956629782227,"med",10.75
"610",0.148637176430211,"med",10.8333333333333
"611",0.153373102939475,"med",10.9166666666667
"612",0.159128505401896,"med",11
"613",0.164332205391349,"med",11.0833333333333
"614",0.169395724203464,"med",11.1666666666667
"615",0.175842774853198,"med",11.25
"616",0.181633640366662,"med",11.3333333333333
"617",0.188232516956512,"med",11.4166666666667
"618",0.19595241450845,"med",11.5
"619",0.202440643444516,"med",11.5833333333333
"620",0.208802807481594,"med",11.6666666666667
"621",0.216835245290175,"med",11.75
"622",0.224278665842595,"med",11.8333333333333
"623",0.230759298838158,"med",11.9166666666667
"624",0.238927716116835,"med",12
"625",0.245552396276921,"med",12.0833333333333
"626",0.254842241073401,"med",12.1666666666667
"627",0.261965622315675,"med",12.25
"628",0.268920028348185,"med",12.3333333333333
"629",0.274440216579708,"med",12.4166666666667
"630",0.283012718648045,"med",12.5
"631",0.290430500355806,"med",12.5833333333333
"632",0.298589538269088,"med",12.6666666666667
"633",0.308047182484184,"med",12.75
"634",0.318526111852406,"med",12.8333333333333
"635",0.3289171759841,"med",12.9166666666667
"636",0.338488161969548,"med",13
"637",0.347141541946925,"med",13.0833333333333
"638",0.358232863122925,"med",13.1666666666667
"639",0.369327376252164,"med",13.25
"640",0.379799682449579,"med",13.3333333333333
"641",0.389972579433696,"med",13.4166666666667
"642",0.400196200390904,"med",13.5
"643",0.411149969233484,"med",13.5833333333333
"644",0.420836502850626,"med",13.6666666666667
"645",0.431059920282327,"med",13.75
"646",0.442509022885653,"med",13.8333333333333
"647",0.453908874978534,"med",13.9166666666667
"648",0.465153340400534,"med",14
"649",0.475226905022864,"med",14.0833333333333
"650",0.486533555941234,"med",14.1666666666667
"651",0.496643357273963,"med",14.25
