"","hrp2.Deletion.Allele.Frequency","Proportion.of.Monoinfections.Due.to.hrp2.Deleted.Strains","PCR.Prevalence"
"325",0.0994985454354912,0.028464295415477,0.833231
"326",0.0907496474319187,0.0238366343694435,0.841352
"327",0.0901319273836886,0.0225336051302782,0.851779666666667
"328",0.0889537656280026,0.0212889693113822,0.858613666666667
"329",0.0845064958436638,0.0190809259660689,0.865733666666667
"330",0.0915975912853521,0.0199143528617817,0.873273
"331",0.646316895978505,0.413875793001548,0.151376333333333
"332",0.552060507955562,0.349395567103364,0.142916333333333
"333",0.697311528637137,0.448385249588362,0.168230333333333
"334",0.607560018169354,0.393008523918208,0.171752
"335",0.540525187952677,0.344359441816074,0.178818
"336",0.648450296349457,0.423552973441109,0.203221333333333
"337",0.495795711293563,0.314485028195328,0.194476666666667
"338",0.532609926999552,0.3431659118979,0.210513333333333
"339",0.428735525941797,0.271589055880362,0.223608666666667
"340",0.483367490704261,0.310761981562288,0.237267333333333
"341",0.523284598499947,0.33870337297801,0.253277666666667
"342",0.396675314566794,0.251361673971292,0.254405
"343",0.427384175168502,0.270649139206883,0.267795666666667
"344",0.33104556168778,0.204080933432889,0.282141333333333
"345",0.295263466732144,0.184911257541061,0.297095666666667
"346",0.336693711527023,0.211258445753215,0.321364666666667
"347",0.320619554448878,0.196235727829816,0.327677333333333
"348",0.281774331863873,0.173974399273706,0.351005666666667
"349",0.246073846387345,0.151146420978293,0.359190333333333
"350",0.246029459760696,0.149552354317274,0.37902
"351",0.248605696280711,0.146190253428181,0.400455333333333
"352",0.25629666204763,0.150911792321588,0.415719666666667
"353",0.229350357967626,0.131176276771005,0.429958333333333
"354",0.235323597760642,0.137349346615487,0.456954
"355",0.215066105867861,0.122066234777458,0.472189
"356",0.205039225620235,0.114954222465154,0.487866666666667
"357",0.197279981964276,0.109327666799352,0.504953
"358",0.172707470530794,0.093968923673074,0.523013333333333
"359",0.157954346849804,0.0828745092915757,0.53579
"360",0.145270234514983,0.0747498062987511,0.556269
"361",0.154600116115644,0.0787013963169611,0.576516666666667
"362",0.143449666415195,0.0695077892001617,0.592144666666667
"363",0.131368397142707,0.0638722092900222,0.604864
"364",0.146833557761739,0.0691420358615973,0.62388
"365",0.14515223304942,0.0699827842423712,0.639724
"366",0.134476787502811,0.0623006096112336,0.655226333333333
"367",0.124037834397776,0.0544375076873024,0.672104
"368",0.126564949402916,0.0550910311984859,0.682458333333333
"369",0.117525099108123,0.0481054908105405,0.702671
"370",0.112225919718749,0.0453333333333333,0.711375
"371",0.119731613315809,0.0462932338201783,0.730668333333333
"372",0.102923285848704,0.0392409060868163,0.739899666666667
"373",0.106362578663425,0.0391094739546025,0.755239
"374",0.106427225730345,0.0375192755256392,0.770839333333333
"375",0.098907047618955,0.032858839925329,0.777812
"376",0.0958376047352009,0.0310591911462797,0.791531666666667
"377",0.0915308962611395,0.0284577964353795,0.799991666666667
"378",0.0933296227301565,0.0286700509452889,0.809823
"379",0.0937960057553989,0.0266733286553648,0.823244333333333
"380",0.0911216872925989,0.0251910688216934,0.830678
"381",0.0869032137814491,0.0223843740680438,0.841643666666667
"382",0.0888603697895939,0.02198722178589,0.849675333333333
"383",0.0868843609771918,0.0202304166238281,0.859168333333333
"384",0.0893033619553633,0.0197191455088182,0.867448
"385",0.0860570454893507,0.0180808732540046,0.874644333333333
"386",0.665066275318213,0.433567102257786,0.153380333333333
"387",0.689885349701164,0.448613183637699,0.154803
"388",0.586370131940331,0.374079348085938,0.160348333333333
"389",0.525796112964194,0.334379534605482,0.164935333333333
"390",0.514528207436899,0.327725202877325,0.175023666666667
"391",0.524328173934022,0.333209624543824,0.188615
"392",0.620743249630004,0.402280655894303,0.206578
"393",0.524564117002015,0.338795893772135,0.207717
"394",0.500114493134787,0.322003375825499,0.230264666666667
"395",0.449648542758071,0.286632411055838,0.232046333333333
"396",0.432143447053481,0.277912548205916,0.248845666666667
"397",0.430377774247682,0.274819988188253,0.255677666666667
"398",0.381508124892983,0.240822690654906,0.265519
"399",0.346215737334916,0.216923690758937,0.282377333333333
"400",0.286711888554878,0.178537307808011,0.302497
"401",0.293149124602712,0.180683552156345,0.320248666666667
"402",0.291191501108618,0.180941065072441,0.328797666666667
"403",0.290327002115176,0.177123481508122,0.353119
"404",0.277645539506528,0.169870179179826,0.361703666666667
"405",0.246494865079716,0.14755401880112,0.377708
"406",0.250915661522214,0.148508895707563,0.400642666666667
"407",0.235981817455085,0.13860723881674,0.411135333333333
"408",0.222501158299475,0.128286676364588,0.428041333333333
"409",0.240503001332504,0.13954181259475,0.456465333333333
"410",0.186163064681894,0.104703842617048,0.465073666666667
"411",0.211510754935901,0.118756262818212,0.491325666666667
"412",0.196819584640939,0.109059720314588,0.504066333333333
"413",0.168380069902389,0.0912020215948921,0.519721666666667
"414",0.169904890711654,0.0925159071113276,0.541896
"415",0.158304771747328,0.0824289587619516,0.558642666666667
"416",0.143682286711323,0.0719933858033464,0.578150333333333
"417",0.145545660375708,0.0717796141885167,0.591774333333333
"418",0.132429258970483,0.0651243979500557,0.605154666666667
"419",0.157291228616359,0.0740476040368122,0.629176333333333
"420",0.136010888014469,0.0630669185288531,0.637915
"421",0.132836008720877,0.0606886546166352,0.655268
"422",0.124851990806151,0.0556781086185448,0.670155666666667
"423",0.112775515770903,0.0480989754321109,0.683833
"424",0.116374924641991,0.0478349618207709,0.703174666666667
"425",0.113408359575153,0.0461475255266412,0.712360333333333
"426",0.11501477493362,0.0445113626505089,0.730023333333333
"427",0.115726294661456,0.0441460883272668,0.740949
"428",0.10985123727016,0.0406899709670505,0.752708
"429",0.105684718697549,0.0370034209806926,0.773072666666667
"430",0.0953962839818974,0.0321065391680941,0.778605666666667
"431",0.104268663111591,0.033862353762437,0.79266
"432",0.0969291472459088,0.0308791422580575,0.801857333333333
"433",0.0963863805382087,0.0286934960586535,0.810636666666667
"434",0.0935378330087984,0.0270334870950161,0.821401
"435",0.0908625869016954,0.0243268770884625,0.830754666666667
"436",0.0900564857895177,0.0229052548886691,0.841844666666667
"437",0.092170335903334,0.0237973159574035,0.851650666666667
"438",0.0907415303725729,0.0221338513841671,0.857916666666667
"439",0.0878021192408698,0.0200323901158202,0.866313666666667
"440",0.0861668350154272,0.0188806486268845,0.870927
"441",0.606081851094108,0.386898745157,0.144108333333333
"442",0.748282130667683,0.488449611916173,0.159201
"443",0.558481773576314,0.355037957642014,0.160442
"444",0.598275795286056,0.388472922182042,0.168594333333333
"445",0.60499640727415,0.388347179474196,0.184327333333333
"446",0.479616385606694,0.305550618081926,0.185655
"447",0.505538942219829,0.32605524854635,0.203396
"448",0.565602189182406,0.366878927157574,0.213364666666667
"449",0.461450189934836,0.294406354589146,0.225684666666667
"450",0.442446878656386,0.282384378687273,0.230522666666667
"451",0.52493180615584,0.341360770820062,0.257976333333333
"452",0.493215337894143,0.315900989321111,0.263042333333333
"453",0.390408070597897,0.247900468898408,0.266369
"454",0.388700598628959,0.242616450773414,0.284991666666667
"455",0.337055892705033,0.211115991754786,0.301265666666667
"456",0.347122294122432,0.215758409130266,0.323378666666667
"457",0.300324121922151,0.18504665075921,0.326611333333333
"458",0.312970130426649,0.19170054908922,0.352280333333333
