"","NAME","COUNTRY_ID","GAUL_CODE","Country","PfPR_2010","ft","hrp2_concern..High...4..Moderate...3..Slight...2..Marginal...1.","Years.at.which.20..population.only.infected.with.hrp2.deletions..NA.means..20..or.NA.due.to.no.malaria.prealence."
"562","Harare","ZWE",3436,"Zimbabwe",0.0103,0.188528,3,9.88555299796591
"563","Manicaland","ZWE",3437,"Zimbabwe",0.0344,0.0930457,2,17.3050205668884
"564","Mashonaland Central","ZWE",3438,"Zimbabwe",0.0185,0.144559,2,12.9086919949696
"565","Mashonaland West","ZWE",3440,"Zimbabwe",0.0262,0.163519,3,11.5293695385126
"566","Masvingo","ZWE",3441,"Zimbabwe",0.0229,0.151525,2,12.3871615485348
"567","Matabeleland South","ZWE",3443,"Zimbabwe",0.0127,0.120465,2,14.827201883178
"568","Midlands","ZWE",3444,"Zimbabwe",0.0253,0.164394,3,11.4598561403745
"569","Southern Kordofan","SDN",4150,"Sudan",0.017,0.390642,4,3.70770770122185
"570","Batha Est","TCD",12904,"Chad",0.0916,0.509161,4,2.50868087743002
"571","Batha Ouest","TCD",12905,"Chad",0.0806,0.509161,4,2.49612831986455
"572","Borkou","TCD",12907,"Chad",0.0043,0.179116,3,10.4836231956363
"573","Ennedi","TCD",12908,"Chad",0.0154,0.179116,3,10.4836231956363
"574","Tibesti","TCD",12909,"Chad",4e-04,0.179116,3,10.4836231956363
"575","Baguirmi","TCD",12910,"Chad",0.1008,0.481453,4,2.86324333344762
"576","Daraba","TCD",12911,"Chad",0.1029,0.481453,4,2.90509730003186
"577","Hadjer Lamis","TCD",12912,"Chad",0.0937,0.447909,4,3.0250198254834
"578","Barl El Gazal","TCD",12914,"Chad",0.0801,0.179116,3,10.4836231956363
"579","Kanem","TCD",12915,"Chad",0.0741,0.179116,3,10.4836231956363
"580","Logone Oriental","TCD",12918,"Chad",0.1217,0.493761,4,3.21358547939673
"581","Mont De Lam","TCD",12919,"Chad",0.2006,0.493761,4,5.05023724987975
"582","Kabia","TCD",12920,"Chad",0.1693,0.477541,4,4.44325859795377
"583","Mayo-Boneye","TCD",12921,"Chad",0.124,0.477541,4,3.38372578744553
"584","Mayo-Dala","TCD",12922,"Chad",0.1724,0.477541,4,4.51091086795036
"585","Barh Koh","TCD",12923,"Chad",0.1292,0.514434,4,3.23547958248913
"586","Lac Iro","TCD",12924,"Chad",0.1722,0.514434,4,4.1911993745166
"587","Mandoul","TCD",12925,"Chad",0.1217,0.514434,4,3.08251303842499
"588","Assongha","TCD",12926,"Chad",0.0675,0.38773,4,3.75571638798288
"589","Ouaddai","TCD",12927,"Chad",0.0994,0.38773,4,3.92235264084995
"590","Sila","TCD",12928,"Chad",0.1535,0.38773,4,5.18285055456049
"591","Tandjile Est","TCD",12930,"Chad",0.06,0.493761,4,2.58780805997987
"592","Tandjile Ouest","TCD",12931,"Chad",0.0937,0.493761,4,2.63929460911212
"593","Comoe","CIV",16837,"Côte d'Ivoire",0.5781,0.384061,1,NA
"594","District Autonome de Yamoussoukro","CIV",16838,"Côte d'Ivoire",0.3842,0.384061,2,14.5820824395182
"595","District autonome de yamoussoukro","CIV",16839,"Côte d'Ivoire",0.629,0.425795,1,NA
"596","Gôh-Djiboua","CIV",16840,"Côte d'Ivoire",0.5748,0.384061,1,NA
"597","Lacs","CIV",16841,"Côte d'Ivoire",0.6261,0.425795,1,NA
"598","Lagunes","CIV",16842,"Côte d'Ivoire",0.5913,0.384061,1,NA
"599","Montagnes","CIV",16843,"Côte d'Ivoire",0.5314,0.376557,1,NA
"600","Sassandra-Marahoue","CIV",16844,"Côte d'Ivoire",0.591,0.393769,1,NA
"601","Woroba","CIV",16845,"Côte d'Ivoire",0.5414,0.431474,1,NA
"602","East/Iburasirazuba","RWA",21969,"Rwanda",0.0425,0.317862,4,4.93671016433606
"603","Kigali City/Umujyi wa Kigali","RWA",21970,"Rwanda",0.0126,0.331436,4,4.67900042867082
"604","North/Amajyaruguru","RWA",21971,"Rwanda",0.0115,0.317862,4,4.93671016433606
"605","South/Amajyepfo","RWA",21972,"Rwanda",0.0256,0.257155,3,6.71958567237994
"606","West/Iburengerazuba","RWA",21973,"Rwanda",0.0137,0.157566,3,11.9527170064027
"607","Upper Nile","SSD",37021,"South Sudan",0.0619,0.516144,4,2.45827688558186
"608","Boucle Du Mouhoun","BFA",40276,"Burkina Faso",0.7862,0.512208,1,NA
"609","Cascades","BFA",40277,"Burkina Faso",0.6201,0.49566,1,NA
"610","Centre","BFA",40278,"Burkina Faso",0.3092,0.479632,3,8.56659390070126
"611","Centre-est","BFA",40279,"Burkina Faso",0.7024,0.508988,1,NA
"612","Centre-nord","BFA",40280,"Burkina Faso",0.7181,0.495004,1,NA
"613","Centre-ouest","BFA",40281,"Burkina Faso",0.7718,0.517015,1,NA
"614","Centre-sud","BFA",40282,"Burkina Faso",0.7061,0.510622,1,NA
"615","Est","BFA",40283,"Burkina Faso",0.7377,0.490893,1,NA
"616","Hauts-bassins","BFA",40284,"Burkina Faso",0.5966,0.478686,1,NA
"617","Nord","BFA",40285,"Burkina Faso",0.6557,0.502293,1,NA
"618","Plateau Central","BFA",40286,"Burkina Faso",0.6375,0.514228,1,NA
"619","Sahel","BFA",40287,"Burkina Faso",0.7633,0.461836,1,NA
"620","Sud-ouest","BFA",40288,"Burkina Faso",0.8291,0.510915,1,NA
"621","Bubanza","BDI",40542,"Burundi",0.0914,0.393596,4,3.67440809489833
"622","Bujumbura-Mairie","BDI",40543,"Burundi",0.0727,0.254236,3,6.828891836735
"623","Bujumbura-Rural","BDI",40544,"Burundi",0.0668,0.254236,3,6.828891836735
"624","Bururi","BDI",40545,"Burundi",0.0717,0.201275,3,9.17092699266505
"625","Cankuzo","BDI",40546,"Burundi",0.4127,0.312664,1,NA
"626","Cibitoke","BDI",40547,"Burundi",0.097,0.269873,3,6.40277672204326
"627","Gitega","BDI",40548,"Burundi",0.1201,0.235428,3,8.33339063988504
"628","Karuzi","BDI",40549,"Burundi",0.2405,0.283019,3,11.0905000414066
"629","Kayanza","BDI",40550,"Burundi",0.0945,0.304621,4,5.29057757716592
"630","Kirundo","BDI",40551,"Burundi",0.1927,0.348363,3,7.08642925149054
"631","Makamba","BDI",40552,"Burundi",0.1763,0.29992,3,7.7332920805747
"632","Muramvya","BDI",40553,"Burundi",0.0601,0.270359,3,6.26221449357577
"633","Muyinga","BDI",40554,"Burundi",0.2827,0.314123,3,11.5387535767752
"634","Mwaro","BDI",40555,"Burundi",0.0477,0.214898,3,8.45668388310528
"635","Ngozi","BDI",40556,"Burundi",0.1871,0.3046,3,7.97347975752499
"636","Rutana","BDI",40557,"Burundi",0.2051,0.274263,3,9.87995772085306
"637","Ruyigi","BDI",40558,"Burundi",0.2985,0.307095,2,12.5186049650653
"638","Boke","GIN",40700,"Guinea",0.3008,0.384048,3,10.0504373743829
"639","Conakry","GIN",40701,"Guinea",0.1277,0.433187,4,3.89162833338816
"640","Faranah","GIN",40702,"Guinea",0.5439,0.336077,1,NA
"641","Kankan","GIN",40703,"Guinea",0.4889,0.398412,1,NA
"642","Kindia","GIN",40704,"Guinea",0.4558,0.380854,1,NA
"643","Labe","GIN",40705,"Guinea",0.3339,0.279961,2,15.9402001041393
"644","Mamou","GIN",40706,"Guinea",0.3871,0.275093,1,NA
"645","N'Zerekore","GIN",40707,"Guinea",0.6109,0.339739,1,NA
"646","Red Sea","SDN",40772,"Sudan",0.0107,0.368735,4,4.06971515840441
"647","Administrative unit not available","SDN",40776,"Sudan",1e-04,0.368735,4,4.06971515840441
"648","Administrative unit not available","SDN",40777,"Sudan",0.0011,NA,NA,NA
"649","Alaotra Mangoro","MDG",41750,"Madagascar",0.0638,0.198,3,9.33539779366385
"650","Amoron'i Mania","MDG",41751,"Madagascar",0.0298,0.198,3,9.33539779366385
"651","Analamanga","MDG",41752,"Madagascar",0.0324,0.198,3,9.33539779366385
"652","Analanjirofo","MDG",41753,"Madagascar",0.0846,0.198,3,9.33539779366385
"653","Androy","MDG",41754,"Madagascar",0.0301,0.198,3,9.33539779366385
"654","Anosy","MDG",41755,"Madagascar",0.0516,0.198,3,9.33539779366385
"655","Atsimo Andrefana","MDG",41756,"Madagascar",0.0237,0.198,3,9.33539779366385
"656","Atsimo Atsinanana","MDG",41757,"Madagascar",0.1285,0.198,3,10.58247082525
"657","Atsinanana","MDG",41758,"Madagascar",0.1546,0.198,3,11.5819687786475
"658","Betsiboka","MDG",41759,"Madagascar",0.0703,0.198,3,9.33539779366385
"659","Boeny","MDG",41760,"Madagascar",0.0598,0.198,3,9.33539779366385
"660","Bongolava","MDG",41761,"Madagascar",0.0335,0.198,3,9.33539779366385
"661","Diana","MDG",41762,"Madagascar",0.0391,0.198,3,9.33539779366385
"662","Haute Matsiatra","MDG",41763,"Madagascar",0.0295,0.198,3,9.33539779366385
"663","Ihorombe","MDG",41764,"Madagascar",0.0402,0.198,3,9.33539779366385
"664","Itasy","MDG",41765,"Madagascar",0.0267,0.198,3,9.33539779366385
"665","Melaky","MDG",41766,"Madagascar",0.0577,0.198,3,9.33539779366385
"666","Menabe","MDG",41767,"Madagascar",0.0411,0.198,3,9.33539779366385
"667","Sava","MDG",41768,"Madagascar",0.0751,0.198,3,9.33539779366385
"668","Sofia","MDG",41769,"Madagascar",0.066,0.198,3,9.33539779366385
"669","Vakinankaratra","MDG",41770,"Madagascar",0.0226,0.198,3,9.33539779366385
"670","Vatovavy Fitovinany","MDG",41771,"Madagascar",0.1285,0.198,3,10.58247082525
"671","Kabarole","UGA",42180,"Uganda",0.2221,0.380436,3,7.35608369002346
"672","Kaberamaido","UGA",42181,"Uganda",0.484,0.470204,2,19.9449437336335
"673","Kampala","UGA",42182,"Uganda",0.088,0.38602,4,3.78827800949234
"674","Kamwenge","UGA",42183,"Uganda",0.2697,0.380436,3,8.93632543405654
"675","Kanungu","UGA",42184,"Uganda",0.0705,0.260009,3,6.61184603874347
"676","Kayunga","UGA",42185,"Uganda",0.5279,0.418572,1,NA
"677","Mayuge","UGA",42189,"Uganda",0.6486,0.4572,1,NA
"678","Nakasongola","UGA",42195,"Uganda",0.4609,0.418572,2,19.4182001894374
"679","Rukungiri","UGA",42197,"Uganda",0.0841,0.260009,3,6.61184603874347
"680","Wakiso","UGA",42200,"Uganda",0.1423,0.398838,4,4.71890251275259
"681","Yumbe","UGA",42201,"Uganda",0.502,0.425836,1,NA
"682","Amolatar","UGA",47067,"Uganda",0.5151,0.355542,1,NA
"683","Amuria","UGA",47068,"Uganda",0.4126,0.470204,2,14.1859997513212
"684","Butaleja","UGA",47071,"Uganda",0.6248,0.470204,1,NA
"685","Ibanda","UGA",47072,"Uganda",0.2223,0.260009,3,11.2888257792999
"686","Isingiro","UGA",47073,"Uganda",0.1588,0.260009,3,8.58675657975
"687","Kaabong","UGA",47074,"Uganda",0.1216,0.355542,4,4.91017301313448
"688","Kaliro","UGA",47075,"Uganda",0.6678,0.4572,1,NA
"689","Katakwi","UGA",47078,"Uganda",0.3649,0.470204,3,11.1673140719069
"690","Kiruhura","UGA",47079,"Uganda",0.3062,0.260009,2,15.4413175647695
"691","Koboko","UGA",47080,"Uganda",0.5173,0.425836,1,NA
"692","Luwero","UGA",47083,"Uganda",0.365,0.418572,2,12.3177590329157
"693","Mbale","UGA",47085,"Uganda",0.406,0.470204,2,13.7078937864707
"694","Mbarara","UGA",47086,"Uganda",0.1235,0.260009,3,7.40435184498086
"695","Mityana","UGA",47087,"Uganda",0.367,0.418572,2,12.4025521231937
"696","Mubende","UGA",47088,"Uganda",0.5199,0.418572,1,NA
"697","Nakaseke","UGA",47089,"Uganda",0.4192,0.418572,2,15.9701398305667
"698","Tororo","UGA",47090,"Uganda",0.6211,0.470204,1,NA
"699","Diourbel","SEN",47585,"Senegal",0.047,0.245014,3,7.16762176937246
"700","Fatick","SEN",47586,"Senegal",0.0604,0.281193,4,5.88995701785188
"701","Louga","SEN",47587,"Senegal",0.0445,0.242698,3,7.26495487857876
"702","Matam","SEN",47588,"Senegal",0.083,0.339379,4,4.54078631210108
"703","Saint louis","SEN",47589,"Senegal",0.0454,0.243881,3,7.22583878491929
"704","Oromia","ETH",47678,"Ethiopia",0.003,0.0867867,2,17.8896720988359
"705","Somali","ETH",47679,"Ethiopia",0.0062,0.0867867,2,17.8896720988359
"706","Administrative unit not available","KEN",61033,"Kenya",0.0323,0.502464,4,2.53403698428957
"707","Area under National Administration","MOZ",65246,"Mozambique",0.3929,0.34911,2,16.5901017729891
"708","Area under National Administration","MWI",65268,"Malawi",0.3215,0.34911,2,12.0282135482247
"709","Abia","NGA",65698,"Nigeria",0.3273,0.469398,3,9.42402185709651
"710","Bauchi","NGA",65699,"Nigeria",0.3746,0.392277,2,13.6524288297616
"711","Bayelsa","NGA",65700,"Nigeria",0.2595,0.473017,3,6.97008395138259
"712","Ebonyi","NGA",65701,"Nigeria",0.3758,0.510231,3,11.187712060625
"713","Ekiti","NGA",65702,"Nigeria",0.4167,0.370356,2,17.5232470219225
"714","Enugu","NGA",65703,"Nigeria",0.2129,0.41957,3,6.31720592998101
"715","Gombe","NGA",65704,"Nigeria",0.3157,0.404736,3,10.1282656105895
"716","Nassarawa","NGA",65705,"Nigeria",0.3317,0.488339,3,9.36477641862563
"717","Ondo","NGA",65706,"Nigeria",0.446,0.399186,2,18.7786295878116
"718","Plateau","NGA",65707,"Nigeria",0.2197,0.419854,3,6.52505415549198
"719","Rivers","NGA",65708,"Nigeria",0.1835,0.461039,4,4.96086321501633
"720","Sokoto","NGA",65709,"Nigeria",0.3588,0.429165,3,11.6839935793939
"721","Zamfara","NGA",65710,"Nigeria",0.4642,0.403123,1,NA
"722","Bangui","CAF",67154,"Central African Republic",0.6409,0.472512,1,NA
"723","Ascension","SHN",68772,NA,NA,NA,NA,NA
"724","Saint Helena","SHN",68773,NA,NA,NA,NA,NA
"725","Tristan Da Cunha","SHN",68774,NA,NA,NA,NA,NA
"726","Kassala","SDN",68783,"Sudan",0.0179,0.368735,4,4.06971515840441
"727","Northern Kordofan","SDN",68784,"Sudan",0.0253,0.390642,4,3.70770770122185
"728","Gadaref","SDN",68805,"Sudan",0.0198,0.368735,4,4.06971515840441
"729","Matabeleland North","ZWE",69549,"Zimbabwe",0.076,0.200711,3,9.1980431218887
"730","Mashonaland East","ZWE",69550,"Zimbabwe",0.0217,0.0926808,2,17.3531099563249
"731","Aride","SYC",61141,NA,NA,NA,NA,NA
"732","St. Pierre","SYC",61203,NA,NA,NA,NA,NA
"733","Aldabra","SYC",61135,NA,NA,NA,NA,NA
"734","Mbeya","TZA",48367,"United Republic of Tanzania",0.045,0.22863,3,7.84119984366919
"735","Ilot Platte","SYC",61176,NA,NA,NA,NA,NA
"736","Morogoro","TZA",48368,"United Republic of Tanzania",0.1124,0.303277,4,5.69643917346021
"737","St. Francois","SYC",61201,NA,NA,NA,NA,NA
"738","Assumption","SYC",61142,NA,NA,NA,NA,NA
"739","Therese","SYC",61206,NA,NA,NA,NA,NA
"740","Denis","SYC",61161,NA,NA,NA,NA,NA
"741","La Digue","SYC",61178,NA,NA,NA,NA,NA
"742","Cousin","SYC",61157,NA,NA,NA,NA,NA
"743","English River","SYC",61164,NA,NA,NA,NA,NA
"744","Ile la Fouche","SYC",61175,NA,NA,NA,NA,NA
"745","Darros","SYC",61160,NA,NA,NA,NA,NA
"746","Kigoma","TZA",48362,"United Republic of Tanzania",0.1681,0.351961,3,6.23237774685388
"747","Coetivy","SYC",61207,NA,NA,NA,NA,NA
"748","Singida","TZA",48377,"United Republic of Tanzania",0.0604,0.258462,3,6.66552886581726
"749","Lindi","TZA",48364,"United Republic of Tanzania",0.2302,0.371107,3,7.84712668454262
"750","Tanga","TZA",48381,"United Republic of Tanzania",0.0728,0.21795,3,8.314161296536
"751","Desroches","SYC",61163,NA,NA,NA,NA,NA
"752","Marie-Louise","SYC",61182,NA,NA,NA,NA,NA
"753","Petite Soeur","SYC",61187,NA,NA,NA,NA,NA
"754","Long Island","SYC",61180,NA,NA,NA,NA,NA
"755","Providence","SYC",61194,NA,NA,NA,NA,NA
"756","Mwanza","TZA",48370,"United Republic of Tanzania",0.1855,0.426143,4,5.45550250121536
"757","Administrative unit not available","SYC",61133,NA,NA,NA,NA,NA
"758","African Banks","SYC",61134,NA,NA,NA,NA,NA
"759","Bijoutier","SYC",61149,NA,NA,NA,NA,NA
"760","Boudeuse","SYC",61151,NA,NA,NA,NA,NA
"761","Glacis","SYC",61168,NA,NA,NA,NA,NA
"762","Praslin","SYC",61193,NA,NA,NA,NA,NA
"763","St Louis","SYC",61200,NA,NA,NA,NA,NA
"764","Alphonse","SYC",61136,NA,NA,NA,NA,NA
"765","Plaisance","SYC",61188,NA,NA,NA,NA,NA
"766","Cascade","SYC",61153,NA,NA,NA,NA,NA
"767","Administrative unit not available","SYC",61208,NA,NA,NA,NA,NA
"768","Pemba South","TZA",48378,"United Republic of Tanzania",0.0301,NA,NA,NA
"769","Rukwa","TZA",48374,"United Republic of Tanzania",0.0667,0.409584,4,3.42621889176442
"770","Bel Air","SYC",61147,NA,NA,NA,NA,NA
"771","Dar es Salaam","TZA",48358,"United Republic of Tanzania",0.0575,NA,NA,NA
"772","Ruvuma","TZA",48375,"United Republic of Tanzania",0.1229,0.30153,4,5.99125578508056
"773","Silhouette","SYC",61199,NA,NA,NA,NA,NA
"774","Grand Anse Mahe","SYC",61169,NA,NA,NA,NA,NA
"775","Ile du Sud","SYC",61174,NA,NA,NA,NA,NA
"776","Platte","SYC",61189,NA,NA,NA,NA,NA
"777","Grande Soeur","SYC",61170,NA,NA,NA,NA,NA
"778","North Island","SYC",61186,NA,NA,NA,NA,NA
"779","Kagera","TZA",48361,"United Republic of Tanzania",0.1833,0.29348,3,8.17464198623299
"780","Unguja North","TZA",48372,"United Republic of Tanzania",0.0462,NA,NA,NA
"781","Seche","SYC",61198,NA,NA,NA,NA,NA
"782","Islette","SYC",61177,NA,NA,NA,NA,NA
"783","Au Cap","SYC",61144,NA,NA,NA,NA,NA
"784","Bird","SYC",61150,NA,NA,NA,NA,NA
"785","Roche Caiman","SYC",61196,NA,NA,NA,NA,NA
"786","Mara","TZA",48366,"United Republic of Tanzania",0.121,0.373708,4,4.61995757276576
"787","Unguja South","TZA",48379,"United Republic of Tanzania",0.0498,0.474239,4,2.73039679846433
"788","Moyenne","SYC",61185,NA,NA,NA,NA,NA
"789","Takamaka","SYC",61205,NA,NA,NA,NA,NA
"790","Les Mamelles","SYC",61179,NA,NA,NA,NA,NA
"791","Beau Vallon","SYC",61146,NA,NA,NA,NA,NA
"792","Belombre","SYC",61148,NA,NA,NA,NA,NA
"793","Mtwara","TZA",48369,"United Republic of Tanzania",0.2006,0.399589,3,6.2990473155115
"794","Felicite","SYC",61166,NA,NA,NA,NA,NA
"795","Mont Buxton","SYC",61183,NA,NA,NA,NA,NA
"796","Mont Fleuri","SYC",61184,NA,NA,NA,NA,NA
"797","Farquhar","SYC",61165,NA,NA,NA,NA,NA
"798","Anse Boileau","SYC",61138,NA,NA,NA,NA,NA
"799","Ile Aux Rat","SYC",61171,NA,NA,NA,NA,NA
"800","Manyara","TZA",48365,"United Republic of Tanzania",0.0413,0.172233,3,10.9476690654708
"801","Curieuse","SYC",61159,NA,NA,NA,NA,NA
"802","Desnoeufs","SYC",61162,NA,NA,NA,NA,NA
"803","Arusha","TZA",48357,"United Republic of Tanzania",0.0358,0.1571,3,11.9884901205997
"804","St. Joseph Atoll","SYC",61202,NA,NA,NA,NA,NA
"805","Ile Cocos","SYC",61173,NA,NA,NA,NA,NA
"806","Fregate","SYC",61167,NA,NA,NA,NA,NA
"807","Shinyanga","TZA",48376,"United Republic of Tanzania",0.1491,0.385299,4,5.10947262339878
"808","Pemba North","TZA",48371,"United Republic of Tanzania",0.0336,NA,NA,NA
"809","Kilimanjaro","TZA",48363,"United Republic of Tanzania",0.0285,0.201913,3,9.11704430877408
"810","Conception","SYC",61155,NA,NA,NA,NA,NA
"811","Remire","SYC",61195,NA,NA,NA,NA,NA
"812","Ste Anne","SYC",61204,NA,NA,NA,NA,NA
"813","Unguja Urban West","TZA",48382,"United Republic of Tanzania",0.0391,NA,NA,NA
"814","Anse Aux Pins","SYC",61137,NA,NA,NA,NA,NA
"815","Tabora","TZA",48380,"United Republic of Tanzania",0.0993,0.431609,4,3.31032552544174
"816","Anse Royale","SYC",61140,NA,NA,NA,NA,NA
"817","Poivre","SYC",61191,NA,NA,NA,NA,NA
"818","Cerf Island","SYC",61154,NA,NA,NA,NA,NA
"819","Port Glaud","SYC",61192,NA,NA,NA,NA,NA
"820","Pointe Larue","SYC",61190,NA,NA,NA,NA,NA
"821","Pwani","TZA",48373,"United Republic of Tanzania",0.1706,0.386067,4,5.67634814896606
"822","Iringa","TZA",48360,"United Republic of Tanzania",0.0582,0.115732,2,15.2542779925481
"823","Dodoma","TZA",48359,"United Republic of Tanzania",0.0616,0.227236,3,7.90644341006903
"824","Cachee","SYC",61152,NA,NA,NA,NA,NA
"825","Ile Aux Vaches","SYC",61172,NA,NA,NA,NA,NA
"826","Cosmoledo","SYC",61156,NA,NA,NA,NA,NA
"827","Round Island","SYC",61197,NA,NA,NA,NA,NA
"828","Anse Etoile","SYC",61139,NA,NA,NA,NA,NA
"829","Marianne","SYC",61181,NA,NA,NA,NA,NA
"830","Astove","SYC",61143,NA,NA,NA,NA,NA
"831","Cousine","SYC",61158,NA,NA,NA,NA,NA
"832","Baie Lazare","SYC",61145,NA,NA,NA,NA,NA
"833","Central","KEN",51325,"Kenya",0.0047,0.0980946,2,16.8303281393792
"834","Rift Valley","KEN",51331,"Kenya",0.0159,0.189694,3,9.82545722685703
"835","Nairobi","KEN",51328,"Kenya",2e-04,0.22442,3,8.01684628612678
"836","Northern Province","ZAF",1013704,"South Africa",0.0233,0.398838,4,3.58449972490537
"837","Eastern Cape","ZAF",1013702,"South Africa",0,NA,NA,NA
"838","Northern Cape","ZAF",1013701,"South Africa",0,NA,NA,NA
"839","Western Cape","ZAF",1013707,"South Africa",0,NA,NA,NA
"840","Kwazulu-natal","ZAF",1013703,"South Africa",0.0026,0.260009,3,6.61184603874347
"841","Free State","ZAF",1013706,"South Africa",0,NA,NA,NA
"842","Mpumalanga","ZAF",1013699,"South Africa",0.0151,0.470204,4,2.76315684314486
"843","Gauteng","ZAF",1013705,"South Africa",1e-04,0.198,3,9.33539779366385
"844","North-west","ZAF",1013700,"South Africa",3e-04,0.470204,4,2.76315684314486
"845","Western","KEN",51332,"Kenya",0.2492,0.350441,3,9.03054291958375
"846","Nyanza","KEN",51330,"Kenya",0.1566,0.366264,4,5.65206131279819
"847","Eastern","KEN",51327,"Kenya",0.0098,0.315064,4,4.98873740436687
"848","Coast","KEN",51326,"Kenya",0.0413,0.321182,4,4.86633475843009
"849","North Eastern","KEN",51329,"Kenya",0.0179,0.373905,4,3.98878473660673
