"","hrp2.Deletion.Allele.Frequency","Comparative Fitness","Years"
"500",0.0812034462660451,"95%",1.66666666666667
"501",0.0808364259842728,"95%",1.75
"502",0.0807288758925043,"95%",1.83333333333333
"503",0.0803895142367228,"95%",1.91666666666667
"504",0.080700826352077,"95%",2
"505",0.0806978800869761,"95%",2.08333333333333
"506",0.0811413769574875,"95%",2.16666666666667
"507",0.081037184289904,"95%",2.25
"508",0.0806996576552032,"95%",2.33333333333333
"509",0.0811386201165314,"95%",2.41666666666667
"510",0.0813851468095175,"95%",2.5
"511",0.080982501326498,"95%",2.58333333333333
"512",0.0810967733689558,"95%",2.66666666666667
"513",0.0815707393807648,"95%",2.75
"514",0.0818702513370024,"95%",2.83333333333333
"515",0.082564586520662,"95%",2.91666666666667
"516",0.0824702138895235,"95%",3
"517",0.0818041414522699,"95%",3.08333333333333
"518",0.0809691952414188,"95%",3.16666666666667
"519",0.0807666861027851,"95%",3.25
"520",0.080420297017116,"95%",3.33333333333333
"521",0.0810767570007526,"95%",3.41666666666667
"522",0.0808355753562188,"95%",3.5
"523",0.0810862750995789,"95%",3.58333333333333
"524",0.0810910228233832,"95%",3.66666666666667
"525",0.0808666882239543,"95%",3.75
"526",0.0810314985900671,"95%",3.83333333333333
"527",0.0811936334242947,"95%",3.91666666666667
"528",0.0806627747581326,"95%",4
"529",0.0807412850726735,"95%",4.08333333333333
"530",0.0803644294923575,"95%",4.16666666666667
"531",0.0801220946122748,"95%",4.25
"532",0.0796193173848999,"95%",4.33333333333333
"533",0.0797032977186473,"95%",4.41666666666667
"534",0.079857514739998,"95%",4.5
"535",0.0800868407245334,"95%",4.58333333333333
"536",0.0797123923359861,"95%",4.66666666666667
"537",0.0794719804884547,"95%",4.75
"538",0.0799835022410835,"95%",4.83333333333333
"539",0.0795620688609275,"95%",4.91666666666667
"540",0.0798830027913698,"95%",5
"541",0.0793625471806967,"95%",5.08333333333333
"542",0.0792191108540221,"95%",5.16666666666667
"543",0.0792495318273168,"95%",5.25
"544",0.0789024011320806,"95%",5.33333333333333
"545",0.0790826154404155,"95%",5.41666666666667
"546",0.0794503299248196,"95%",5.5
"547",0.0794894866086211,"95%",5.58333333333333
"548",0.0795250532464151,"95%",5.66666666666667
"549",0.079663156830465,"95%",5.75
"550",0.0795724090079395,"95%",5.83333333333333
"551",0.079262378181971,"95%",5.91666666666667
"552",0.0791569260651599,"95%",6
"553",0.0791143642905263,"95%",6.08333333333333
"554",0.0792079720200183,"95%",6.16666666666667
"555",0.0793843767906549,"95%",6.25
"556",0.0795196971641768,"95%",6.33333333333333
"557",0.0791116986514092,"95%",6.41666666666667
"558",0.0791357739298129,"95%",6.5
"559",0.0798330917863345,"95%",6.58333333333333
"560",0.080241339867862,"95%",6.66666666666667
"561",0.0809044565729353,"95%",6.75
"562",0.0811491550397824,"95%",6.83333333333333
"563",0.0815964974266147,"95%",6.91666666666667
"564",0.0818793972027373,"95%",7
"565",0.0820288027389757,"95%",7.08333333333333
"566",0.082115210501152,"95%",7.16666666666667
"567",0.0822673585302187,"95%",7.25
"568",0.0822203890592659,"95%",7.33333333333333
"569",0.0826510319351607,"95%",7.41666666666667
"570",0.0827427224705448,"95%",7.5
"571",0.0835463921824211,"95%",7.58333333333333
"572",0.0836153426953682,"95%",7.66666666666667
"573",0.0838321021059895,"95%",7.75
"574",0.0840983672900607,"95%",7.83333333333333
"575",0.0841185885901446,"95%",7.91666666666667
"576",0.084018683321802,"95%",8
"577",0.0835254214607071,"95%",8.08333333333333
"578",0.0838425232899191,"95%",8.16666666666667
"579",0.083808121184182,"95%",8.25
"580",0.0834223853662967,"95%",8.33333333333333
"581",0.0830840572680076,"95%",8.41666666666667
"582",0.0833096050157706,"95%",8.5
"583",0.0831676577530182,"95%",8.58333333333333
"584",0.082867576091486,"95%",8.66666666666667
"585",0.0823785657030723,"95%",8.75
"586",0.0823092169941596,"95%",8.83333333333333
"587",0.08234064112186,"95%",8.91666666666667
"588",0.0829702956694274,"95%",9
"589",0.0833168972191922,"95%",9.08333333333333
"590",0.0831490575304813,"95%",9.16666666666667
"591",0.0828557119729704,"95%",9.25
"592",0.0829104596469884,"95%",9.33333333333333
"593",0.0835116714369049,"95%",9.41666666666667
"594",0.0837868937940801,"95%",9.5
"595",0.0838581751861628,"95%",9.58333333333333
"596",0.083364258088187,"95%",9.66666666666667
"597",0.0832380504127139,"95%",9.75
"598",0.0832849832232044,"95%",9.83333333333333
"599",0.0836807953035103,"95%",9.91666666666667
"600",0.0839480266201479,"95%",10
"601",0.0843611560361964,"95%",10.0833333333333
"602",0.0858673005635508,"95%",10.1666666666667
"603",0.0880858303810027,"95%",10.25
"604",0.0899633747859038,"95%",10.3333333333333
"605",0.0918678800949542,"95%",10.4166666666667
"606",0.0937465680575157,"95%",10.5
"607",0.0957882731924255,"95%",10.5833333333333
"608",0.0980033015875819,"95%",10.6666666666667
"609",0.0988755843505143,"95%",10.75
"610",0.100785855358378,"95%",10.8333333333333
